DATE_1;TIME_1;PTemp;Rain_mm_Tot;S_HFlux_1_Avg;S_HFlux_2_Avg;S_HFlux_3_Avg;S_HFlux_1_Min;S_HFlux_2_Min;S_HFlux_3_Min;S_HFlux_1_Max;S_HFlux_2_Max;S_HFlux_3_Max;VWC_1_Avg;EC_1_Avg;TSoil_1_Avg;VWC_2_Avg;EC_2_Avg;TSoil_2_Avg;VWC_3_Avg;EC_3_Avg;TSoil_3_Avg;VWC_4_Avg;EC_4_Avg;TSoil_4_Avg;VWC_5_Avg;EC_5_Avg;TSoil_5_Avg;VWC_6_Avg;EC_6_Avg;TSoil_6_Avg;AirTC_Avg;RH;SVP_kPa;VP_kPa;PAR_Den_Avg;PAR_Den_Min;PAR_Den_Max;PAR_Tot_Tot;SR01Up_Avg;SR01Dn_Avg;IR01Up_Avg;IR01Dn_Avg;NR01TC_Avg;NR01TK_Avg;NetRs_Avg;NetRl_Avg;Albedo_Avg;UpTot_Avg;DnTot_Avg;NetTot_Avg;IR01UpCo_Avg;IR01DnCo_Avg;SR01Up_Min;SR01Dn_Min;IR01Up_Min;IR01Dn_Min;SR01Up_Max;SR01Dn_Max;IR01Up_Max;IR01Dn_Max;NR01heat_DC
NA;NA;NA;mm;W/m^2;W/m^2;W/m^2;W/m^2;W/m^2;W/m^2;W/m^2;W/m^2;W/m^2;m^3/m^3;dS/m;deg C;m^3/m^3;dS/m;deg C;m^3/m^3;dS/m;deg C;m^3/m^3;dS/m;deg C;m^3/m^3;dS/m;deg C;m^3/m^3;dS/m;deg C;Deg C;%;kPa;kPa;umol/s/m^2;umol/s/m^2;umol/s/m^2;mmol/m^2;W/m2;W/m2;W/m2;W/m2;Deg C;K;W/m2;W/m2;%;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;NA
18.05.2013;15:00:00;33.06;0;38.78185;74.34152;31.22999;38.28886;59.53051;30.55544;39.22683;83.59393;31.80719;0.2049067;0.08351833;16.03082;0.2448117;0.07939333;18.21673;0.1692833;0.04550166;20.76905;0.2432867;0.074035;17.73319;0.2028433;0.06257834;21.26915;0.157245;0.05414666;26.33442;25.6971;42.74085;3.342675;1.428688;1119.911;611.6467;1476.349;2015.84;599.3553;118.2294;-91.82236;12.25417;27.78482;300.9348;481.1259;-104.0765;0.1945221;507.5329;130.4836;377.0493;373.2016;477.2781;300.9044;50.5309;-99.3361;4.086177;800.3911;159.5888;-82.50642;18.28302;0
18.05.2013;17:00:00;28.49;0;33.83957;6.73;27.54394;33.0742;3.476974;26.84132;34.58077;9.748873;28.15658;0.2040208;0.08384375;16.30807;0.2452291;0.08023958;18.7823;0.1723125;0.04466666;20.97585;0.2422271;0.07505625;18.49946;0.2009417;0.06132291;21.98807;0.109275;0.03734167;24.36905;24.88166;46.69155;3.093693;1.444493;394.3137;289.6559;507.1702;567.8118;201.4376;33.33889;-64.61073;-6.522618;25.40194;298.5519;168.0988;-58.08811;0.1653665;136.8269;26.81628;110.0107;385.857;443.9451;141.7229;23.28971;-70.51379;-8.752135;265.6265;44.45871;-56.72764;-4.664384;0
18.05.2013;17:30:00;28.27;0;31.85171;0.03337314;25.6914;30.59453;-5.237493;24.46546;33.00718;3.32293;26.80921;0.203995;0.08394;16.37636;0.2450933;0.08025166;18.84714;0.1724233;0.044605;20.90769;0.2421583;0.07529499;18.63587;0.2010117;0.06101;21.93937;0.10908;0.03693167;23.52647;24.49496;46.82728;3.0069;1.408049;213.4047;107.6583;287.9183;384.1285;103.0173;16.76924;-56.74651;-10.73757;24.69237;297.8423;86.24808;-46.00893;0.1619894;46.27081;6.031669;40.23914;389.4551;435.4641;49.73061;7.763275;-62.35967;-12.84004;141.4739;23.1543;-43.82196;-8.280471;0
18.05.2013;18:00:00;27.59;0;29.07933;-10.42107;23.0989;27.51162;-14.08402;21.67826;30.52752;-5.468559;24.43335;0.2039167;0.08411;16.44721;0.2449317;0.08028833;18.89631;0.1723233;0.044465;20.78511;0.2419116;0.07540333;18.76126;0.2008667;0.06047666;21.74363;0.1089783;0.03629;22.20099;23.85661;48.04952;2.910468;1.398466;66.68769;41.40122;103.4275;120.0378;28.18897;4.202099;-43.10138;-14.16247;23.77325;296.9232;23.98687;-28.93891;0.1479316;-14.91241;-9.960375;-4.952036;397.6171;426.556;15.99668;2.347037;-44.81926;-15.146;47.61705;7.402192;-39.5395;-12.73522;0
18.05.2013;18:30:00;26.59;0;25.79998;-14.87653;20.13333;24.1212;-15.26225;18.64503;27.47815;-14.17205;21.62484;0.2038217;0.08413333;16.51486;0.2449333;0.08032166;18.92344;0.1723116;0.04447167;20.62579;0.2418416;0.07543667;18.85827;0.20094;0.05991;21.42818;0.1087933;0.035765;21.20047;21.88357;71.20356;2.337661;1.664497;18.17755;11.40816;40.11688;32.71959;4.972436;0.4363092;-29.23666;-11.0784;22.19015;295.3401;4.536127;-18.15826;NAN;-24.26423;-10.64209;-13.62214;402.1953;420.3536;0;0;-39.12886;-14.98878;15.45794;2.301902;-24.99211;-5.398332;0
18.05.2013;19:00:00;24.19;0.3;22.43176;-16.22416;17.19835;20.84447;-16.57296;15.82566;24.06544;-15.27325;18.60229;0.2041033;0.08426499;16.57597;0.2438617;0.08030166;18.91719;0.1722117;0.04423333;20.44076;0.2420066;0.07542667;18.91067;0.2008083;0.059245;21.07377;0.10929;0.035225;20.11736;19.17406;85.81049;2.131184;1.828779;20.25321;17.75549;22.81849;36.45578;2.665698;2.331518;-18.06734;-1.611667;18.84509;291.9951;0.3341802;-16.45567;INF;-15.40164;0.7198512;-16.12149;394.1273;410.5829;0;0;-24.9923;-5.188727;4.973352;3.88211;-13.72931;1.729731;0
18.05.2013;19:30:00;22.33;1.1;19.30958;-16.49797;14.50599;17.89169;-16.81783;13.27376;20.79985;-16.38696;15.7936;0.2047866;0.08434666;16.62969;0.2422483;0.08023333;18.89071;0.1717683;0.04405333;20.23763;0.2425517;0.07540499;18.93291;0.20091;0.05879166;20.70497;0.1113;0.03488166;19.38292;17.99846;91.84472;2.026893;1.861594;20.38147;17.75722;25.99687;36.68665;6.4547;3.029227;-14.57133;2.276747;17.53385;290.6838;3.425474;-16.84808;0.5099811;-8.116633;5.305974;-13.42261;390.2534;407.1015;4.144833;2.618373;-16.60661;-0.6290784;10.28074;3.521079;-12.20485;3.250005;0.1
18.05.2013;20:00:00;21.31;0.5;16.54021;-17.12952;12.12702;15.28474;-17.37067;11.05308;17.84707;-16.81783;13.2417;0.2048016;0.08432832;16.68029;0.24209;0.08023333;18.84048;0.171705;0.04392666;20.03553;0.2424917;0.07519499;18.9171;0.2011867;0.05835166;20.36677;0.1135;0.03466333;19.05612;17.70173;93.37829;2.018676;1.885005;33.64744;26.29916;40.89312;60.5654;14.64489;3.194627;-18.79102;1.11149;17.59158;290.7416;11.45027;-19.90251;0.2257886;-4.146128;4.306117;-8.452246;386.3554;406.2579;10.19783;2.979962;-23.53584;-1.782675;19.03162;3.476848;-14.31829;2.621322;0.25
18.05.2013;20:30:00;21.15;0;14.1415;-15.13318;10.1112;13.11084;-16.83259;9.279785;15.26264;-13.32226;11.04255;0.2046017;0.08442999;16.71541;0.2423367;0.08003166;18.77845;0.1717767;0.043695;19.83467;0.242235;0.07510666;18.87895;0.2015433;0.05811;20.06603;0.1138883;0.0345;18.99659;17.84527;93.67117;2.059625;1.929274;52.23827;40.96931;75.29495;94.02889;27.01702;4.337059;-24.46255;0.4238745;17.83262;290.9826;22.67996;-24.88642;0.1656912;2.554469;4.760934;-2.206465;382.0294;406.9159;19.15629;3.341759;-27.88296;-2.464745;42.62944;6.142278;-21.71807;1.940216;0.2166667
18.05.2013;21:00:00;21.37;0;12.26023;-11.67422;8.627055;11.549;-13.2562;8.093291;13.07737;-10.9333;9.258403;0.2044683;0.08436999;16.75112;0.2423833;0.07983999;18.70405;0.1717433;0.04353166;19.63636;0.2421517;0.07487166;18.82034;0.20196;0.057895;19.83343;0.1141917;0.03436333;19.06296;18.09451;94.5111;2.072135;1.958398;62.77092;41.27739;75.90105;112.9877;34.4788;4.791219;-38.47834;-1.332922;18.1771;291.3271;29.68758;-37.14542;0.1399742;-3.99954;3.458297;-7.457837;369.9419;407.0873;21.77152;3.161559;-50.54305;-5.558945;42.92046;6.097204;-25.47643;1.153724;0.2
18.05.2013;21:30:00;21.29;0;10.93996;-12.98424;7.637148;10.3774;-14.83108;7.227324;11.51552;-11.34072;8.061217;0.20438;0.08449499;16.76871;0.2423933;0.07978667;18.62132;0.1718483;0.04341166;19.45445;0.2419683;0.07478999;18.75629;0.2023017;0.05761333;19.65478;0.1144217;0.03422666;18.82626;18.04937;89.95502;2.08944;1.879556;27.42003;13.15438;41.88221;49.35606;14.36854;3.182646;-51.57927;-4.001407;18.05362;291.2036;11.1859;-47.57787;0.2608197;-37.21073;-0.8187616;-36.39197;356.1494;403.7273;5.266654;2.39376;-54.12408;-6.817606;24.13531;4.471354;-49.42769;-2.569705;0.1833333
18.05.2013;22:00:00;21.04;0;9.772792;-16.49677;6.77027;9.138803;-17.83693;6.286489;10.36624;-14.89714;7.216632;0.20417;0.08443333;16.78694;0.24241;0.07965999;18.53898;0.1719783;0.04322333;19.29181;0.2420066;0.07459833;18.68026;0.202365;0.05735166;19.45863;0.114685;0.03410333;18.33148;18.01842;92.87953;2.058778;1.912183;5.435631;1.209598;12.70078;9.784136;1.202622;1.706496;-51.54411;-5.503908;17.75064;290.9006;-0.5038745;-46.0402;NAN;-50.34149;-3.797412;-46.54408;354.4897;400.5299;0;1.129133;-54.18281;-9.125108;4.976367;2.393762;-49.19306;-3.303918;0.25
18.05.2013;22:30:00;20.85;0;8.441819;-18.74045;5.763361;7.755275;-19.31264;5.249516;9.116487;-17.86996;6.275797;0.2041783;0.08437333;16.79645;0.2424317;0.07957;18.45448;0.1719317;0.04315666;19.12781;0.24204;0.07439499;18.60245;0.2024933;0.05699333;19.2326;0.1149867;0.03388666;17.90829;18.04222;93.10229;2.082433;1.938792;0.3326401;0;1.133998;0.5987521;0;1.151723;-52.77034;-8.196914;17.97654;291.1265;-1.151723;-44.57343;NAN;-52.77034;-7.045191;-45.72515;354.5261;399.0995;0;0.8581518;-54.94682;-10.59363;0;1.580812;-48.07772;-6.083405;0.3333333
18.05.2013;23:00:00;20.77;0;7.041257;-19.1352;4.716993;6.371909;-19.31267;4.212646;7.710653;-18.80706;5.217451;0.20421;0.08422999;16.7981;0.242385;0.07943666;18.36961;0.1719417;0.04303666;18.97171;0.2419717;0.07425666;18.52131;0.2027917;0.05670333;18.99131;0.1152483;0.03372;17.58417;18.13217;88.31503;2.113928;1.866916;0.003780065;0;0.07560135;0.006804118;0;1.495781;-49.00105;-6.822217;17.75569;290.9057;-1.495781;-42.17883;NAN;-49.00105;-5.326436;-43.67461;357.061;399.2398;0;0.7678312;-56.64944;-10.17417;0;2.213232;-39.27479;-5.297072;0.1333333
18.05.2013;23:30:00;20.91;0;5.740835;-17.40713;3.750504;5.166992;-18.77403;3.336082;6.34959;-16.1102;4.201955;0.2039666;0.08434833;16.79252;0.2422833;0.07930999;18.28129;0.172055;0.04298;18.81231;0.2418383;0.07400833;18.43488;0.2028483;0.05640833;18.76176;0.11554;0.03357;17.42773;18.48784;86.48096;2.122969;1.835964;0;0;0;0;0;1.96111;-37.30727;-5.364566;17.70886;290.8588;-1.96111;-31.9427;NAN;-37.30727;-3.403457;-33.90381;368.4929;400.4356;0;1.535799;-38.80514;-5.559617;0;2.484303;-36.34053;-5.139787;0
18.05.2013;NA;21.95;0;4.18854;-16.29744;3.529321;3.558927;-16.43569;3.057172;4.852758;-16.22544;4.040327;0.2081283;0.08607832;16.44871;0.2481367;0.07938667;17.89377;0.1710183;0.04345667;18.30945;0.24649;0.07612666;18.20305;0.205645;0.05958333;18.82316;0.1620383;0.05021666;17.9488;19.16465;83.76909;2.1983;1.841496;0;0;0;0;0;0.5305783;-70.6278;-10.05991;18.72662;291.8766;-0.5305783;-60.56789;NAN;-70.6278;-9.52933;-61.09846;340.8824;401.4503;0;0.3160817;-71.24856;-10.43373;0;0.7676743;-69.31587;-9.595322;0
18.05.2013;0:30:00;21.59;0;2.983377;-16.31;2.616879;2.454617;-16.4248;2.223565;3.547771;-16.17243;3.035793;0.2079317;0.08595166;16.44556;0.2479117;0.079125;17.80845;0.171035;0.04337167;18.1528;0.2463267;0.07588666;18.11449;0.2057233;0.05918666;18.5962;0.1621733;0.04980667;17.68637;18.83474;85.56875;2.152136;1.841556;0;0;0;0;0;0.5840605;-69.002;-9.521533;18.35082;291.5008;-0.5840605;-59.48047;NAN;-69.002;-8.937472;-60.06453;340.3929;399.8734;0;0.3161213;-69.61343;-10.06752;0;0.8128608;-68.2643;-9.071737;0
18.05.2013;1:00:00;21.29;0;1.941964;-16.08945;1.834645;1.472803;-16.29385;1.485973;2.43231;-15.82067;2.202191;0.2078817;0.08587333;16.43721;0.2477317;0.07899333;17.7154;0.17091;0.043185;18.00568;0.2461817;0.07567167;18.01904;0.2057817;0.05891833;18.39225;0.1622533;0.04945166;17.45703;18.51556;87.33446;2.111317;1.843907;0;0;0;0;0;0.6307535;-67.67464;-9.034287;18.04412;291.1941;-0.6307535;-58.64035;NAN;-67.67464;-8.403535;-59.2711;340.0003;398.6406;0;0.2709689;-68.26494;-9.491403;0;0.9032217;-67.20922;-8.390228;0
18.05.2013;1:30:00;21.02;0;1.03022;-16.71513;1.155996;0.6025118;-17.07589;0.8338574;1.461645;-16.29416;1.475282;0.2077567;0.08575666;16.42317;0.24756;0.07877;17.62377;0.1706783;0.04297;17.86114;0.2459717;0.075435;17.92495;0.2058533;0.05857666;18.19406;0.16246;0.04915667;17.21127;18.16601;88.37277;2.059616;1.82014;0;0;0;0;0;0.7624815;-66.79382;-8.533581;17.62648;290.7765;-0.7624815;-58.26024;NAN;-66.79382;-7.771099;-59.02272;338.5471;396.8074;0;0.5871036;-67.62038;-8.862202;0;0.9935601;-66.27046;-8.02318;0
18.05.2013;2:00:00;20.72;0;0.1762902;-16.80846;0.512789;-0.234315;-16.96579;0.2031233;0.5913542;-16.69073;0.8231669;0.2076367;0.08571167;16.40638;0.2474117;0.07870833;17.5321;0.1706983;0.04282833;17.71695;0.2458467;0.07526999;17.83132;0.2059117;0.05829333;18.00642;0.1626666;0.048825;16.97707;17.86032;88.99389;2.016814;1.794841;0;0;0;0;0;0.7278627;-66.35993;-8.19366;17.33953;290.4895;-0.7278627;-58.16627;NAN;-66.35993;-7.465797;-58.89413;337.3831;395.5494;0;0.3612953;-66.74007;-8.547748;0;1.038729;-65.80225;-7.865895;0
18.05.2013;2:30:00;20.42;0;-0.6310108;-17.18949;-0.09782889;-1.015454;-17.60626;-0.3955907;-0.2454729;-16.82302;0.1924326;0.2075417;0.08553334;16.38976;0.247475;0.07835333;17.44229;0.1707217;0.042675;17.58035;0.2457367;0.07497333;17.73059;0.2059733;0.05799333;17.81922;0.1627417;0.04848166;16.74521;17.52818;90.1834;1.978295;1.784094;0;0;0;0;0;0.7949002;-65.36098;-7.771972;16.9848;290.1348;-0.7949002;-57.589;NAN;-65.36098;-6.977071;-58.38391;336.4139;394.0029;0;0.5871159;-65.86295;-8.285633;0;1.038828;-64.63352;-7.237284;0
18.05.2013;3:00:00;20.15;0;-1.417591;-17.52604;-0.7161859;-1.80782;-17.76093;-1.03714;-1.026619;-17.02352;-0.4062847;0.20742;0.08540666;16.36249;0.2473467;0.07833;17.35093;0.1707617;0.04251166;17.44424;0.2456233;0.07474833;17.63035;0.2060416;0.05766666;17.63847;0.16301;0.04809666;16.49767;17.20504;90.52309;1.948745;1.764064;0;0;0;0;0;0.8559363;-63.90306;-7.855594;16.74765;289.8976;-0.8559363;-56.04746;NAN;-63.90306;-6.999658;-56.9034;336.5596;392.6071;0;0.5420069;-66.16135;-10.69912;0;1.309882;-62.99329;-7.132672;0.06666667
18.05.2013;3:30:00;19.92;0;-2.191343;-17.19374;-1.360942;-2.55552;-17.50813;-1.667991;-1.81898;-16.96861;-1.047832;0.2074466;0.08528999;16.33654;0.2471383;0.078095;17.25881;0.1707017;0.04244333;17.30674;0.245545;0.07444666;17.53443;0.2060833;0.05734;17.45712;0.1631683;0.04787;16.28771;17.02162;90.48912;1.927874;1.744516;0;0;0;0;0;0.8130453;-64.9124;-7.960675;16.59179;289.7418;-0.8130453;-56.95172;NAN;-64.9124;-7.147629;-57.76477;334.6898;391.6415;0;0.4065222;-67.16202;-10.75178;0;1.355077;-62.87587;-7.237776;0.06666667
18.05.2013;4:00:00;19.73;0;-2.89105;-17.12938;-1.9729;-3.213931;-17.36503;-2.256067;-2.55552;-16.88052;-1.678684;0.2072367;0.08522499;16.3058;0.2471083;0.07783999;17.16804;0.1706317;0.04239;17.16996;0.2454967;0.0743;17.43402;0.2061317;0.05716666;17.28647;0.1632583;0.047565;16.10629;16.83593;90.35325;1.915446;1.730668;0;0;0;0;0;0.766373;-62.35295;-7.960702;16.43215;289.5821;-0.766373;-54.39224;NAN;-62.35295;-7.19433;-55.15862;336.3693;390.7616;0;0.3613547;-66.80985;-10.90915;0;1.309911;-58.47332;-7.132903;0.08333334
18.05.2013;4:30:00;19.65;0;-3.506867;-15.74892;-2.524621;-3.771905;-16.83648;-2.769295;-3.213931;-15.15173;-2.266759;0.2071917;0.08510999;16.27897;0.246905;0.07767666;17.0741;0.1705866;0.04229666;17.04418;0.2453566;0.07391667;17.33404;0.2061967;0.056875;17.12;0.1634683;0.04725166;15.95413;16.76007;89.97961;1.894889;1.705013;0.00504044;0;0.0756066;0.009072793;0;0.7294849;-58.18859;-6.996538;16.2912;289.4412;-0.7294849;-51.19205;NAN;-58.18859;-6.267053;-51.92153;339.7577;390.9498;0;0.5872015;-62.75902;-7.395142;0;0.9485562;-53.60055;-6.398633;0
18.05.2013;5:00:00;19.52;0;-3.995281;-15.75662;-2.959974;-4.195966;-16.13175;-3.132832;-3.783065;-15.42701;-2.769295;0.207085;0.085175;16.24598;0.2468167;0.077445;16.98388;0.17064;0.04217833;16.91932;0.2453933;0.07376166;17.2363;0.2062283;0.056715;16.96776;0.163565;0.04704167;15.81686;16.42436;90.89673;1.854354;1.685547;0.8845972;0.0756066;2.797444;1.592275;0.004838564;0.8311158;-57.80894;-6.861048;16.03204;289.182;-0.8262773;-50.94789;NAN;-57.8041;-6.029932;-51.77417;338.7143;389.6622;0;0.4516934;-60.93907;-9.965085;0.1658936;1.445419;-54.89213;-6.24129;0.03333334
18.05.2013;5:30:00;19.42;0;-4.402044;-14.64153;-3.306046;-4.586548;-16.05467;-3.464292;-4.207125;-13.56608;-3.143524;0.2069883;0.08477666;16.20771;0.246685;0.07727667;16.8958;0.1706683;0.042135;16.80262;0.2451967;0.07360166;17.14078;0.206295;0.05646167;16.82191;0.1637367;0.046775;15.68268;16.2081;90.89673;1.8304;1.663773;8.997186;2.948658;19.20408;16.19493;3.610951;1.763863;-49.05849;-5.468559;15.83827;288.9883;1.847088;-43.58993;1.746873;-45.44754;-3.704696;-41.74284;346.4027;389.9927;0.1244202;1.174403;-54.12892;-6.188842;10.28541;3.161854;-41.62408;-5.139886;0
18.05.2013;6:00:00;19.36;0;-4.724925;-12.5912;-3.580659;-4.820897;-13.54406;-3.667445;-4.597707;-11.40784;-3.474984;0.2069283;0.08465833;16.16998;0.24655;0.07722999;16.80367;0.1707617;0.04202333;16.68958;0.2451767;0.073355;17.03943;0.20635;0.05617833;16.69063;0.1640083;0.04656;15.64065;16.0626;90.65896;1.822475;1.652237;42.08137;19.58211;68.72639;75.74648;22.52697;5.565615;-56.79818;-5.012262;15.74199;288.892;16.96136;-51.78592;0.2550349;-34.27121;0.5533529;-34.82457;338.1362;389.9221;10.40983;3.116685;-58.94299;-5.244781;35.50124;7.769127;-52.19155;-4.615407;0
18.05.2013;6:30:00;19.49;0;-4.814015;-8.820523;-3.676712;-4.832057;-11.33076;-3.688829;-4.75394;-6.00123;-3.64606;0.2067567;0.08453;16.1335;0.24645;0.07698666;16.71573;0.17089;0.04194;16.59174;0.2452167;0.07312;16.94487;0.206375;0.05602833;16.58096;0.1641567;0.04633;15.71455;16.31283;87.77173;1.878582;1.648864;102.302;69.63368;146.9792;184.1437;54.45182;12.15432;-58.78252;-4.442329;15.98053;289.1305;42.2975;-54.34019;0.2224208;-4.330701;7.711987;-12.04269;337.4588;391.799;35.91597;7.859466;-61.1739;-4.56296;84.23249;19.91968;-57.41658;-4.195825;0
18.05.2013;7:00:00;19.89;0;-4.468443;-3.663136;-3.455204;-4.74278;-5.891116;-3.635368;-4.062052;-1.938012;-3.175601;0.2066817;0.08440833;16.09435;0.2464533;0.07692666;16.6387;0.170895;0.041915;16.51688;0.2450483;0.07287666;16.85691;0.2064;0.05593667;16.51638;0.1643617;0.04628166;16.00277;16.60948;86.61684;1.9072;1.651956;162.374;140.6283;208.8254;292.2732;81.9385;16.54704;-63.34121;-4.74303;16.49557;289.6455;65.39146;-58.59818;0.2009911;18.59729;11.804;6.793291;335.7303;394.3284;68.26523;12.87326;-64.69639;-5.297229;108.4366;22.76535;-59.35395;-4.038482;0
18.05.2013;7:30:00;20.48;0;-3.469297;2.553918;-2.733298;-4.039733;-1.838909;-3.164909;-2.823349;9.07342;-2.234682;0.2065333;0.08420166;16.05268;0.2462433;0.07686666;16.56079;0.170925;0.04178667;16.47525;0.2449983;0.07272334;16.7704;0.2064283;0.05579;16.51418;0.16464;0.04624833;16.36841;16.93727;83.69564;1.978297;1.655748;289.6331;207.9182;398.5441;521.3397;156.9631;34.42054;-66.78542;-2.878511;17.00678;290.1568;122.5425;-63.90691;0.217646;90.17766;31.54203;58.63563;335.1133;399.0202;106.4424;22.08781;-68.45371;-4.195825;224.3517;50.77034;-64.87251;-0.9965085;0
18.05.2013;8:00:00;21.56;0;-1.823082;15.28193;-1.50992;-2.80103;9.370728;-2.213298;-0.6025958;21.43868;-0.6415182;0.2064017;0.08414833;16.00906;0.2462033;0.07674666;16.50475;0.1709066;0.04182;16.48714;0.2450317;0.07255666;16.69246;0.2064133;0.05584;16.57536;0.164885;0.04641833;17.06906;17.65427;81.50461;2.081024;1.69613;432.7155;349.9186;544.6177;778.8879;232.965;49.94115;-69.40733;-0.8444101;18.11397;291.264;183.0238;-68.56291;0.2134777;163.5577;49.09674;114.4609;338.661;407.2239;178.9826;35.23207;-72.73792;-1.993016;298.1226;65.58411;-67.10342;0.7866959;0
18.05.2013;8:30:00;22.98;0;1.025815;29.3468;0.579094;-0.5579591;21.70294;-0.6094423;2.767174;36.56083;1.913653;0.206295;0.08398166;15.96821;0.2462416;0.07656;16.47145;0.171025;0.04179;16.59028;0.244875;0.07243333;16.62691;0.2064067;0.05590167;16.73429;0.1650333;0.046755;17.94798;18.61306;78.09904;2.235914;1.746227;607.9059;526.658;690.6266;1094.231;330.1843;71.71091;-76.24399;1.223662;19.49678;292.6468;258.4734;-77.46765;0.2171521;253.9403;72.93457;181.0058;339.6314;417.0991;281.167;59.89204;-78.54079;-0.3146712;375.0993;81.11307;-72.56132;2.674501;0
18.05.2013;9:00:00;24.54;0;4.884545;39.56046;3.592339;2.834122;36.79244;1.967107;7.039736;43.96672;5.344688;0.2061133;0.08387832;15.92912;0.2462;0.07663999;16.46491;0.1711467;0.04201833;16.79868;0.24479;0.07227;16.58406;0.206355;0.05616666;16.9862;0.165;0.04717833;18.98596;19.79202;74.34645;2.349919;1.747082;733.5123;687.4461;771.1783;1320.322;394.9981;84.60387;-81.34447;2.442672;20.93567;294.0856;310.3942;-83.78715;0.2142222;313.6536;87.04653;226.6071;342.7703;426.5575;374.0976;80.4754;-85.63211;1.46829;414.0615;88.9619;-78.12731;3.251103;0
18.05.2013;9:30:00;25.89;0;9.38553;45.31171;7.29168;7.117769;43.00542;5.408778;11.64537;48.8201;9.105794;0.2061033;0.08355166;15.89361;0.24601;0.076665;16.50484;0.1711117;0.04219666;17.09615;0.2448033;0.07220499;16.56265;0.20629;0.05648166;17.31186;0.16486;0.04776;19.91676;20.49245;72.09811;2.475257;1.784613;800.9557;653.7042;845.9834;1441.72;430.1962;91.34805;-86.84717;3.649945;21.89616;295.0462;338.8481;-90.49711;0.2122999;343.349;94.99799;248.351;342.832;433.3291;338.3999;69.5387;-88.84502;1.887579;455.5223;98.15646;-84.63284;5.295062;0
18.05.2013;10:00:00;27.06;0;13.82406;51.10822;9.831663;11.72345;48.61767;9.159231;15.84806;55.32901;10.34386;0.2058983;0.08364999;15.85795;0.2459167;0.07673833;16.58361;0.171065;0.04245833;17.44724;0.24482;0.07207999;16.56394;0.206215;0.05689166;17.64737;0.164555;0.04838167;20.70168;21.32945;70.53078;2.54244;1.793203;862.8297;660.7938;940.7906;1553.094;459.0469;96.22108;-89.06794;4.825274;22.80186;295.9518;362.8258;-93.89321;0.2091341;369.979;101.0464;268.9326;345.9153;439.8085;318.9998;61.25783;-91.12317;2.358728;509.9401;107.7166;-86.8958;6.604836;0
18.05.2013;10:30:00;27.75;0;17.89182;53.0743;11.71883;15.92613;48.31656;10.38661;19.67195;60.74822;13.025;0.2058217;0.08349667;15.8349;0.245885;0.076905;16.6984;0.171045;0.042645;17.81393;0.244535;0.07212999;16.59449;0.2061;0.05738666;17.98506;0.1641583;0.048995;21.24567;21.74348;68.52067;2.638124;1.807661;920.4883;518.4119;1120.547;1656.879;488.1811;100.3248;-87.48835;6.278285;23.14533;296.2953;387.8563;-93.76663;0.2035019;400.6927;106.6031;294.0897;349.5159;443.2826;240.7739;41.80128;-92.8736;0.7338164;600.6559;124.1211;-74.04354;10.63974;0
18.05.2013;11:00:00;28.59;0;21.16437;60.80862;14.223;19.72771;54.00016;13.06774;22.52484;67.68679;15.36365;0.2056717;0.08346833;15.82034;0.2458567;0.07704999;16.82716;0.1711483;0.04301666;18.15056;0.24451;0.07223167;16.64853;0.205985;0.05794833;18.29819;0.1637517;0.049585;21.82373;22.62419;63.65848;2.874892;1.830113;1004.185;514.053;1126.799;1807.533;528.8934;106.4708;-92.09306;7.63868;24.06193;297.2119;422.4225;-99.73174;0.1985182;436.8003;114.1095;322.6908;350.3506;450.0823;229.7935;37.7803;-96.50072;1.519923;601.4309;122.0828;-87.35532;10.53434;0
18.05.2013;11:30:00;29.72;0;23.92719;67.67641;16.55653;22.56931;64.048;15.39561;25.40035;73.86667;17.77725;0.20558;0.08335666;15.81466;0.2457983;0.07733166;16.96675;0.17114;0.04333;18.48087;0.244495;0.07228;16.72419;0.2056433;0.05849667;18.6127;0.163195;0.05020333;22.71235;23.26596;58.63343;2.83921;1.664726;1184.769;1115.891;1248.894;2132.584;633.0944;127.2879;-97.17126;10.64186;25.14043;298.2904;505.8065;-107.8131;0.2010736;535.9232;137.9298;397.9933;351.7213;459.5345;598.1293;120.1755;-99.48736;8.385021;662.864;132.3786;-94.5046;13.15372;0
18.05.2013;12:00:00;30.67;0;27.04301;77.98129;19.12678;25.43358;74.06506;17.81998;28.61512;81.79694;20.44674;0.2055717;0.083345;15.81988;0.2457133;0.07746999;17.11844;0.1710133;0.043625;18.85191;0.24419;0.07247999;16.82049;0.20542;0.05906666;18.9749;0.1624967;0.050925;23.40628;23.87263;55.90428;3.02793;1.692743;1263.068;1152.172;1324.186;2273.522;677.3275;136.0165;-97.14989;13.36531;25.76756;298.9175;541.3111;-110.5152;0.2008198;580.1777;149.3818;430.7959;355.5303;466.0455;615.0112;123.426;-99.89198;10.79517;704.9036;141.5924;-88.34019;15.56329;0
