file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7200,,,,,,,,,RSSI_LI-7200,variances,,,,,,covariances,,,custom_variables,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,co2_mean,h2o_mean,co2_mean,h2o_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,flowrate_mean
2023-05-23T033000_AIU-1095.ghg,2023-05-23,04:00,143.1666,1,36000,36000,-0.167381E-01,0,-2.34718,2,37.3441,0,0.964280,0,0.838702,0,0.656981,0.153796,0.173119,0.345407E-02,-0.168723E-09,-0.502511E-11,17.6096,430.372,435.960,0.200000,0,524.468,12.8178,12.9842,0.700000,0,286.636,285.474,98016.2,1.19041,1012.35,0.243132E-01,0.543479E-01,0.950006E-02,1251.58,1428.00,0.798052E-02,87.6454,176.423,283.444,0.704623,1.11800,-0.128457,1.32775,-0.553889E-14,-0.958135E-14,1.32775,2.67330,122.123,57.7787,-5.55193,-9999,0.118578,0.135314,61.1080,0.422203E-01,-0.628528E-01,0.164254E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.166085E-01,1.00780,-0.244865,1.01362,34.5916,1.07957,0.893205,1.07957,0.776883,1.07957,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,9,2,1,16,5,0,0,0,0,0,0,0,0,0,0,100,0.117135,0.130421,0.230725E-01,0.414880E-01,0.376360,0.126577,-0.203189E-03,0.219976E-01,0.191328E-01,17.5943,524.005,430.372,12.8176,102.421,123.424,0.00000
2023-05-23T040000_AIU-1095.ghg,2023-05-23,04:30,143.1874,1,36000,36000,-0.442955E-01,0,6.89717,0,69.6370,0,0.328888,2,1.56516,0,1.38238,0.900545,-0.115923,0.202406E-01,-0.382956E-09,-0.117631E-10,17.4810,428.415,434.128,0.200000,0,536.957,13.1594,13.3349,0.600000,0,287.466,286.270,98033.4,1.18715,1012.55,0.243794E-01,0.101422,0.972678E-02,1285.02,1504.48,0.819338E-02,85.4130,219.458,283.840,0.904477,2.05683,-0.205674,2.25631,0.133244E-12,-0.219070E-13,2.25631,5.37768,114.107,66.2628,-5.23006,-9999,0.193164,0.402017,-89.9135,-0.286942E-01,0.990445E-01,-0.297043E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.439203E-01,1.00854,10.7050,1.01460,64.2393,1.08403,0.303395,1.08403,1.44384,1.08403,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,6,3,1,2,11,0,0,0,0,0,0,0,0,0,0,100,0.523031,0.232382,0.486202E-01,0.367414E-01,0.885038,0.192801,0.890556E-02,0.749483E-02,0.356674E-01,17.4652,536.456,428.415,13.1591,102.459,123.459,0.00000
2023-05-23T043000_AIU-1095.ghg,2023-05-23,05:00,143.2083,1,36000,36000,-0.833364E-01,0,2.85739,0,113.656,0,3.18986,1,2.55631,0,1.26967,-0.346772,-0.348765,-0.779949E-02,-0.126558E-10,-0.390218E-12,17.2021,422.515,428.092,0.150000,0,530.397,13.0275,13.1994,0.600000,0,288.190,287.003,98045.6,1.18432,1012.50,0.244378E-01,0.165649,0.960625E-02,1272.34,1578.08,0.811116E-02,80.6260,305.738,283.691,1.68872,2.36435,-0.352227,2.92677,0.971553E-13,-0.735709E-15,2.92677,6.60395,125.410,54.4639,-6.91211,-9999,0.265266,0.647405,-562.116,-0.458980E-02,0.251408E-01,-0.898304E-02,0,49.1090,-7.45249,16.8575,41.9777,64.0186,89.7870,134.517,-0.826538E-01,1.00826,9.11941,1.01544,103.918,1.09370,2.91656,1.09370,2.33730,1.09370,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,3,10,3,9,1,0,0,0,0,0,0,0,0,0,0,100,0.692673,0.514345,0.877934E-01,0.787192E-01,13.8135,0.258095,0.760507E-02,0.722114E-01,0.578692E-01,17.1861,529.893,422.514,13.0272,102.495,123.492,0.00000
2023-05-23T050000_AIU-1095.ghg,2023-05-23,05:30,143.2291,1,36000,36000,-0.432257E-01,0,-0.562390,0,82.2949,0,1.34531,1,1.85190,0,0.919941,0.238675,-0.354731,0.537097E-02,-0.119321E-09,-0.375826E-11,16.9222,416.501,422.038,0.200000,0,532.999,13.1185,13.2929,0.550000,0,288.733,287.535,98031.5,1.18192,1012.56,0.244873E-01,0.120003,0.965382E-02,1281.02,1633.47,0.816789E-02,78.4230,352.454,283.793,1.47231,1.90413,-0.296032,2.42509,0.282918E-14,-0.705115E-14,2.42509,5.33970,128.185,52.2880,-7.01162,-9999,0.191239,0.420640,1070.06,0.241108E-02,-0.683383E-02,0.245727E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.428649E-01,1.00842,4.04270,1.01476,75.7507,1.08639,1.23833,1.08639,1.70464,1.08639,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,2,15,1,15,26,1,0,0,0,0,0,0,0,0,0,100,0.475632,0.301065,0.645832E-01,0.242086E-01,3.91451,0.185235,0.337803E-02,0.307249E-01,0.422946E-01,16.9058,532.466,416.501,13.1182,102.533,123.528,0.00000
2023-05-23T053000_AIU-1095.ghg,2023-05-23,06:00,143.2499,1,36000,36000,-0.514020E-01,0,2.33361,1,91.7548,0,2.55378,1,2.06585,0,0.933912,0.628978,-0.302258,0.141614E-01,-0.776546E-12,-0.252184E-13,16.6648,411.366,416.935,0.200000,0,541.191,13.3591,13.5400,0.450000,0,289.299,288.077,98005.9,1.17929,1012.70,0.245417E-01,0.133867,0.980910E-02,1304.07,1691.55,0.831782E-02,77.0934,387.476,284.061,1.22230,2.13017,-0.270350,2.47077,-0.334777E-13,-0.465980E-16,2.47077,5.40350,119.947,60.1526,-6.28184,-9999,0.208776,0.396981,-335.482,-0.769042E-02,0.254331E-01,-0.935940E-02,0,47.8487,-7.26123,16.4249,40.9004,62.3757,87.4827,131.065,-0.509743E-01,1.00839,7.44804,1.01481,84.4079,1.08704,2.34929,1.08704,1.90044,1.08704,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,18,26,0,14,12,4,0,0,0,0,0,0,0,0,0,100,0.363000,0.372927,0.580344E-01,0.745097E-01,5.77567,0.267124,0.623651E-02,0.584331E-01,0.472689E-01,16.6482,540.633,411.366,13.3590,102.571,123.565,0.00000
2023-05-23T060000_AIU-1095.ghg,2023-05-23,06:30,143.2707,1,36000,36000,-0.622467E-01,0,41.7777,0,185.781,0,0.860570,0,4.18746,0,1.97358,1.45834,-0.456968,0.328708E-01,-0.875215E-10,-0.301885E-11,16.2236,403.567,409.264,0.200000,0,559.595,13.9201,14.1166,0.350000,0,290.504,289.225,97978.2,1.17402,1013.03,0.246509E-01,0.271348,0.101757E-01,1358.20,1820.82,0.866738E-02,74.5930,462.616,284.674,1.53838,1.72989,-0.265308,2.33013,0.249779E-13,-0.539470E-14,2.33013,5.52374,132.971,48.3535,-6.53786,-9999,0.230261,0.632620,-25.1383,-0.102632,0.224877,-0.152554,0,46.4394,-7.04736,15.9412,39.6957,60.5385,84.9061,127.205,-0.617232E-01,1.00848,51.8407,1.01466,171.218,1.08505,0.793113,1.08505,3.85923,1.08505,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,4,0,2,20,15,1,0,0,0,0,0,0,0,0,0,100,0.571245,0.617923,0.760718E-01,0.243917,4.15765,0.655310,0.435882E-01,0.198258E-01,0.964706E-01,16.2059,558.953,403.568,13.9194,102.703,123.700,0.00000
2023-05-23T063000_AIU-1095.ghg,2023-05-23,07:00,143.2916,1,36000,36000,-0.755313E-01,0,64.1555,0,226.584,0,0.271364,1,5.11177,0,1.60122,-0.501455,-0.147698,-0.113129E-01,-0.132801E-09,-0.454540E-11,16.0523,401.038,406.619,0.200000,0,549.425,13.7264,13.9174,0.350000,0,291.425,290.161,97966.8,1.17019,1012.95,0.247320E-01,0.331243,0.100012E-01,1339.23,1932.44,0.854667E-02,69.3026,593.207,284.462,2.25066,0.862446,-0.300329,2.42888,-0.447358E-13,-0.827301E-14,2.42888,6.12784,157.872,20.9667,-7.10275,-9999,0.254059,1.17320,-21.9863,-0.117346,0.283142,-0.213038,0,45.3479,-6.88172,15.5665,38.7627,59.1155,82.9104,124.215,-0.749011E-01,1.00841,76.3192,1.01476,208.556,1.08645,0.249772,1.08645,4.70504,1.08645,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,4,3,4,29,22,5,0,0,0,0,0,0,0,0,0,100,0.587137,1.66098,0.982833E-01,0.213071,1.76117,0.750575,0.643860E-01,0.626297E-02,0.117978,16.0333,548.745,401.038,13.7256,102.794,123.791,0.00000
2023-05-23T070000_AIU-1095.ghg,2023-05-23,07:30,143.3124,1,36000,36000,-0.113058,0,63.3697,0,239.551,0,0.329384,2,5.40463,0,0.103928,0.772506,-0.313151,0.174289E-01,0.198512E-09,0.703631E-11,15.8487,395.676,401.304,0.200000,0,561.761,14.0249,14.2244,0.350000,0,291.514,290.221,97987.6,1.17006,1013.11,0.247342E-01,0.350220,0.102177E-01,1368.51,1939.85,0.873265E-02,70.5470,571.345,284.789,2.08642,2.95321,-0.446489,3.64334,0.794740E-13,0.125254E-13,3.64334,7.54404,126.089,54.7591,-7.03925,-9999,0.310847,0.984807,-40.7779,-0.632696E-01,0.264535,-0.171976,0,46.8400,-7.10816,16.0787,40.0382,61.0607,85.6385,128.302,-0.112116,1.00841,75.9453,1.01674,216.877,1.10455,0.298207,1.10455,4.89307,1.10455,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,15,1,1,32,3,5,0,0,0,0,0,0,0,0,0,100,1.06304,0.770887,0.135691,0.167007,3.84916,0.583648,0.640670E-01,0.748039E-02,0.122741,15.8299,561.067,395.676,14.0240,102.784,123.778,0.00000
2023-05-23T073000_AIU-1095.ghg,2023-05-23,08:00,143.3332,1,36000,36000,-0.170345,1,64.6127,1,223.384,1,1.02196,1,5.03934,1,-0.183698,2.24810,-0.140324,0.507153E-01,-0.802497E-11,-0.303904E-12,15.7719,393.273,399.219,0.350000,0,597.277,14.8932,15.1183,0.350000,0,291.486,290.114,97990.5,1.17015,1013.59,0.247311E-01,0.326549,0.108517E-01,1452.88,1926.63,0.927378E-02,75.4105,473.748,285.697,1.53751,3.11704,-0.370834,3.49534,-0.120528E-12,-0.508816E-15,3.49534,7.10016,116.960,63.7447,-6.09018,-9999,0.381544,1.13509,-73.9702,-0.348789E-01,0.289246,-0.142780,0,55.5833,-8.43497,19.0799,47.5117,72.4584,101.624,152.251,-0.168935,1.00835,76.3415,1.01645,202.655,1.10229,0.927123,1.10229,4.57172,1.10229,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,15,3,0,37,17,5,0,0,0,0,0,0,0,0,0,100,0.786780,1.35013,0.133269,0.207653,1.59789,0.592525,0.643658E-01,0.232739E-01,0.114765,15.7535,596.543,393.274,14.8924,102.748,123.741,0.00000
2023-05-23T080000_AIU-1095.ghg,2023-05-23,08:30,143.3541,1,36000,36000,-0.125089,0,74.3476,0,170.343,0,1.55362,1,3.84225,0,-0.255548,0.704706,-0.197137,0.158953E-01,0.162413E-09,0.631710E-11,15.6455,389.899,395.903,0.200000,0,608.534,15.1652,15.3987,0.350000,0,291.362,289.965,97990.1,1.17063,1013.74,0.247206E-01,0.248978,0.110546E-01,1479.28,1908.46,0.944332E-02,77.5117,429.181,285.972,2.45238,2.94246,-0.498759,3.86278,-0.154792E-13,0.103809E-13,3.86278,8.87372,130.472,50.1906,-7.41871,-9999,0.326889,1.24022,-40.4293,-0.638151E-01,0.436457,-0.191655,0,47.4406,-7.19929,16.2848,40.5515,61.8436,86.7365,129.947,-0.124034,1.00851,82.9038,1.01720,153.752,1.10791,1.40230,1.10791,3.46803,1.10791,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,8,5,0,13,28,3,0,0,0,0,0,0,0,0,0,100,1.08026,1.25482,0.145354,0.207162,0.595821,0.347524,0.698599E-01,0.351972E-01,0.870459E-01,15.6273,607.822,389.899,15.1651,102.748,123.741,0.00000
2023-05-23T083000_AIU-1095.ghg,2023-05-23,09:00,143.3749,1,36000,36000,-0.147240,0,72.1940,0,178.935,0,0.544671,1,4.03291,0,-1.38765,1.51096,-0.783978E-01,0.340545E-01,0.432809E-09,0.175393E-10,15.6743,388.562,394.778,0.200000,0,635.194,15.7462,15.9981,0.500000,0,290.604,289.158,98039.1,1.17423,1014.05,0.246441E-01,0.261333,0.115138E-01,1536.44,1812.84,0.980544E-02,84.7532,276.399,286.552,2.63819,3.55974,-0.536246,4.46311,0.149708E-12,0.276126E-13,4.46311,9.88266,127.339,53.4571,-6.90080,-9999,0.354109,1.26918,-52.9499,-0.487253E-01,0.403465,-0.171219,0,44.3272,-6.72683,15.2161,37.8903,57.7850,81.0443,121.419,-0.145943,1.00889,81.0634,1.01852,160.177,1.11711,0.487570,1.11711,3.61012,1.11711,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,7,11,3,4,21,1,0,0,0,0,0,0,0,0,0,100,1.14040,1.19584,0.202116,0.211333,0.235920,0.282749,0.680791E-01,0.122070E-01,0.903847E-01,15.6574,634.506,388.562,15.7461,102.633,123.628,0.00000
2023-05-23T090000_AIU-1095.ghg,2023-05-23,09:30,143.3957,1,36000,36000,-0.130356,0,43.7850,0,106.290,0,1.20066,0,2.39420,0,-1.04229,1.05831,0.453338E-01,0.238387E-01,0.670752E-10,0.278272E-11,15.7656,389.334,395.725,0.150000,0,654.062,16.1521,16.4173,0.650000,0,290.034,288.554,98046.3,1.17659,1014.27,0.245939E-01,0.155144,0.118347E-01,1575.95,1743.95,0.100584E-01,90.3667,168.000,286.942,2.27924,2.97627,-0.465434,3.77753,0.531998E-13,0.425452E-14,3.77753,9.27578,128.084,52.5550,-7.07746,-9999,0.332852,1.06573,-72.5157,-0.355785E-01,0.411941,-0.110229,0,47.4316,-7.19792,16.2817,40.5438,61.8318,86.7200,129.922,-0.129261,1.00847,49.1537,1.01702,96.0505,1.10660,1.08500,1.10660,2.16356,1.10660,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,5,2,3,19,5,0,0,0,0,0,0,0,0,0,0,100,0.989380,0.991304,0.150777,0.694728E-01,0.175760,0.186124,0.411886E-01,0.271203E-01,0.540798E-01,15.7495,653.394,389.333,16.1519,102.542,123.542,0.00000
2023-05-23T093000_AIU-1095.ghg,2023-05-23,10:00,143.4165,1,36000,36000,-0.929947E-01,0,28.2251,0,80.5229,0,0.914540,0,1.81366,0,-0.140632,0.637771,-0.204569E-01,0.143648E-01,0.108156E-09,0.455905E-11,15.7554,388.985,395.470,0.150000,0,664.128,16.3967,16.6700,0.650000,0,289.974,288.472,98039.2,1.17673,1014.40,0.245906E-01,0.117525,0.120155E-01,1599.57,1734.82,0.102109E-01,92.2040,135.246,287.171,1.82075,2.56269,-0.358774,3.16405,0.113929E-12,0.686472E-14,3.16405,5.98437,126.050,54.6067,-6.51080,-9999,0.281119,0.722945,-67.7694,-0.380703E-01,0.350522,-0.841118E-01,0,47.9585,-7.27789,16.4626,40.9942,62.5187,87.6834,131.366,-0.922321E-01,1.00827,32.4223,1.01583,73.3854,1.09726,0.833476,1.09726,1.65290,1.09726,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,16,1,0,39,30,4,0,0,0,0,0,0,0,0,0,100,0.584941,0.756329,0.104621,0.387630E-01,0.112444,0.155949,0.271616E-01,0.208356E-01,0.413199E-01,15.7393,663.440,388.985,16.3965,102.530,123.532,0.00000
2023-05-23T100000_AIU-1095.ghg,2023-05-23,10:30,143.4374,1,36000,36000,-0.520357E-01,0,10.8817,0,38.6710,0,0.799186,0,0.870434,0,-1.18329,2.30039,0.729103E-01,0.517787E-01,0.134869E-09,0.597103E-11,15.8883,390.224,397.084,0.150000,0,703.418,17.2763,17.5800,0.900000,0,289.367,287.787,98039.7,1.17915,1014.88,0.245390E-01,0.564041E-01,0.126867E-01,1684.92,1659.92,0.107592E-01,100.000,0.00000,287.975,1.61911,2.44847,-0.338822,2.95488,0.444470E-13,0.848859E-14,2.95488,5.29734,123.806,56.5244,-6.58432,-9999,0.210071,0.389202,-73.3607,-0.351687E-01,0.281391,-0.432858E-01,0,45.0566,-6.83751,15.4665,38.5137,58.7358,82.3778,123.417,-0.516095E-01,1.00826,12.9339,1.01548,35.3443,1.09412,0.730436,1.09412,0.795554,1.09412,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,5,0,1,14,0,0,0,0,0,0,0,0,0,0,0,100,0.356871,0.353246,0.682870E-01,0.806079E-01,1.19164,0.108669,0.108080E-01,0.182376E-01,0.198635E-01,15.8732,702.747,390.224,17.2758,102.338,123.352,0.00000
2023-05-23T103000_AIU-1095.ghg,2023-05-23,11:00,143.4582,1,36000,36000,-0.416679E-01,0,5.36201,0,22.9051,0,1.35133,0,0.515264,0,-1.04546,1.60218,0.171384,0.360422E-01,-0.127028E-09,-0.577981E-11,16.0494,393.130,400.291,0.150000,0,730.251,17.8876,18.2133,1.25000,0,288.816,287.184,98023.7,1.18117,1015.20,0.244962E-01,0.333891E-01,0.131585E-01,1743.91,1596.26,0.111402E-01,100.000,0.00000,288.510,1.23974,1.93196,-0.261223,2.31034,0.799647E-13,-0.791483E-14,2.31034,4.87215,122.552,57.3116,-6.49214,-9999,0.187821,0.332674,-106.403,-0.242474E-01,0.234097,-0.238079E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.413168E-01,1.00850,6.60204,1.01465,21.1150,1.08478,1.24572,1.08478,0.474996,1.08478,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,6,11,1,5,0,0,0,0,0,0,0,0,0,0,0,100,0.273746,0.344681,0.469202E-01,0.102835E-01,0.788225,0.650254E-01,0.550575E-02,0.310683E-01,0.118464E-01,16.0349,729.581,393.130,17.8873,102.140,123.162,0.00000
2023-05-23T110000_AIU-1095.ghg,2023-05-23,11:30,143.4790,1,36000,36000,-0.645523E-01,1,13.7914,1,39.6089,1,1.37040,1,0.891006,1,-0.426613E-01,0.339265,-0.328292E-01,0.763180E-02,-0.236549E-10,-0.108563E-11,16.0058,392.574,399.776,0.150000,0,734.581,18.0170,18.3476,1.25000,0,288.803,287.159,98002.2,1.18095,1015.27,0.245005E-01,0.577372E-01,0.132514E-01,1756.07,1593.70,0.112209E-01,100.000,0.00000,288.619,1.11941,2.13532,-0.249179,2.42379,-0.825018E-13,-0.147789E-14,2.42379,4.90633,118.245,62.3349,-5.90074,-9999,0.233797,0.409308,-79.7807,-0.323386E-01,0.348190,-0.491991E-01,0,53.0889,-8.05644,18.2237,45.3796,69.2067,97.0634,145.419,-0.640135E-01,1.00842,15.8918,1.01476,36.4598,1.08637,1.26144,1.08637,0.820167,1.08637,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,3,19,1,36,2,4,0,0,0,0,0,0,0,0,0,100,0.331090,0.431398,0.561269E-01,0.389574E-01,0.394342,0.823569E-01,0.132544E-01,0.314699E-01,0.204611E-01,15.9913,733.900,392.573,18.0167,102.179,123.199,0.00000
2023-05-23T113000_AIU-1095.ghg,2023-05-23,12:00,143.4999,1,36000,36000,-0.498025E-01,1,24.4766,1,46.3282,1,0.928832,1,1.04268,1,0.897375,-0.278316,0.448719E-01,-0.626386E-02,-0.301309E-09,-0.137200E-10,15.9559,393.337,400.510,0.150000,0,726.549,17.9105,18.2371,0.950000,0,289.315,287.679,97931.5,1.17802,1015.22,0.245617E-01,0.675655E-01,0.131402E-01,1744.49,1648.23,0.111545E-01,100.000,0.00000,288.515,0.918661,1.58109,-0.186486,1.83808,0.117757E-13,-0.188838E-13,1.83808,4.02095,120.031,59.8420,-5.82306,-9999,0.205613,0.369625,-30.5607,-0.844223E-01,0.528330,-0.995377E-01,0,51.7018,-7.84595,17.7476,44.1939,67.3985,94.5274,141.619,-0.493534E-01,1.00910,26.8917,1.01440,42.9560,1.07850,0.861224,1.07850,0.966783,1.07850,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,13,4,3,16,3,0,0,0,0,0,0,0,0,0,0,100,0.309134,0.383735,0.463806E-01,0.638007E-01,0.551215,0.160446,0.224856E-01,0.215368E-01,0.241765E-01,15.9403,725.838,393.337,17.9103,102.401,123.411,0.00000
2023-05-23T120000_AIU-1095.ghg,2023-05-23,12:30,143.5207,1,36000,36000,-0.716781E-01,1,58.2849,1,112.908,1,4.60670,1,2.54255,1,0.986224,-0.130486,0.125606,-0.293838E-02,-0.395284E-09,-0.178517E-10,15.9635,395.477,402.669,0.500000E-01,0,720.940,17.8604,18.1852,0.850000,0,289.886,288.251,97904.3,1.17538,1015.21,0.246170E-01,0.164757,0.130741E-01,1739.16,1710.18,0.111233E-01,100.000,0.00000,288.468,0.186406,0.507612,0.819326E-02,0.540818,0.241523E-13,-0.247617E-13,0.540818,2.68751,108.761,69.8356,0.868050,-9999,0.246948,0.315006,-22.2301,-0.116059,0.516215,-0.197796,0,58.9246,-8.94204,20.2269,50.3679,76.8142,107.733,161.404,-0.703258E-01,1.01923,63.9247,1.01998,105.391,1.07133,4.29998,1.07133,2.37327,1.07133,800000099,800000099,800000099,800000099,800001099,800001099,899999999,899999999,89999,89999,89,89,11,10,0,40,31,0,0,0,0,0,0,0,0,0,0,100,0.397633,0.184132,0.482469E-01,0.171733,4.19183,0.239928,0.535715E-01,0.107767,0.594793E-01,15.9467,720.158,395.477,17.8600,102.560,123.567,0.00000
2023-05-23T123000_AIU-1095.ghg,2023-05-23,13:00,143.5415,1,36000,36000,-0.465210E-01,1,23.3485,1,65.5014,1,4.22262,1,1.47588,1,1.05808,-0.195435,0.883149E-01,-0.440356E-02,-0.322231E-09,-0.144361E-10,15.9830,396.986,404.174,0.150000,0,716.050,17.7852,18.1072,0.600000,0,290.498,288.866,97904.5,1.17291,1015.19,0.246689E-01,0.956370E-01,0.129916E-01,1731.88,1779.05,0.110764E-01,97.3483,47.1757,288.403,-0.244152E-01,1.09848,-0.741289E-02,1.09877,-0.332163E-13,-0.201608E-13,1.09877,2.85097,84.6949,91.2733,-0.386550,-9999,0.199156,0.257705,-29.1074,-0.886371E-01,0.356458,-0.984592E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.459785E-01,1.01180,26.8808,1.01541,61.1566,1.07104,3.94253,1.07104,1.37798,1.07104,800000099,800000099,800000099,800000099,800001099,800011099,899999999,899999999,89999,89999,89,89,0,0,0,30,31,0,0,0,0,0,0,0,0,0,0,100,0.253410,0.225961,0.360375E-01,0.828731E-01,3.23485,0.277932,0.225752E-01,0.990095E-01,0.346056E-01,15.9654,715.250,396.985,17.7850,102.641,123.648,0.00000
2023-05-23T130000_AIU-1095.ghg,2023-05-23,13:30,143.5624,1,36000,36000,-0.131638E-01,1,7.88972,0,42.5851,0,1.48566,0,0.959894,0,0.679164,-0.918960,-0.858930E-02,-0.207139E-01,-0.169726E-09,-0.745518E-11,15.9870,396.839,403.879,0.150000,0,702.226,17.4310,17.7403,0.600000,0,290.863,289.262,97911.7,1.17155,1015.00,0.246981E-01,0.622011E-01,0.127179E-01,1697.71,1824.64,0.108556E-01,93.0436,126.929,288.093,0.342049,0.640101,-0.540464E-01,0.727769,0.737814E-14,-0.106165E-13,0.727769,2.46754,125.738,61.8814,-4.25888,-9999,0.106001,0.201445,-12.9884,-0.198639,0.185270,-0.625932E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.129630E-01,1.01550,10.2439,1.01760,39.7986,1.07001,1.38845,1.07001,0.897086,1.07001,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,0,0,0,38,23,0,0,0,0,0,0,0,0,0,0,100,0.239754,0.141812,0.213250E-01,0.188140E-01,1.55433,0.154639,0.861478E-02,0.348972E-01,0.225473E-01,15.9695,701.456,396.839,17.4311,102.642,123.647,0.00000
2023-05-23T133000_AIU-1095.ghg,2023-05-23,14:00,143.5832,1,36000,36000,-0.260366E-01,1,6.56448,1,45.9958,1,5.67432,1,1.03693,1,0.275610,-0.233076,0.908956E-01,-0.525450E-02,-0.361027E-09,-0.157146E-10,16.0520,398.394,405.424,0.200000,1,698.704,17.3411,17.6471,0.850000,0,291.016,289.422,97902.5,1.17082,1014.95,0.247134E-01,0.671934E-01,0.126444E-01,1688.84,1843.43,0.107996E-01,91.6141,154.589,288.011,0.117760,0.393675,0.414923E-02,0.410931,0.800406E-13,-0.224911E-13,0.410931,1.51392,106.050,73.3465,0.578534,-9999,0.149124,0.119242,-43.4597,-0.593654E-01,0.142719,-0.370440E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.254343E-01,1.02368,9.08874,1.02288,42.8311,1.07389,5.28390,1.07389,0.965588,1.07389,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,1,7,0,35,3,0,0,0,0,0,0,0,0,0,0,100,0.135294,0.838425E-01,0.193481E-01,0.104429E-01,7.13129,0.136439,0.764836E-02,0.132875,0.242819E-01,16.0343,697.930,398.393,17.3410,102.639,123.644,0.00000
