Year,datetime,Date,HourInt,NEE,GPP,Reco,LE,H,Tair,VPD,RH,WUE,PPFD,Rg,Phase,Phase_lab
2013,2013-05-17T00:30:00Z,2013-05-17,0,-0.291547,0.00379815821886344,1.21304641240928,2.56749,-8.8370185937037,19.39142,5.32855,75.44874,0.00362580236758224,0,1.66906,Emergence,Всходы
2013,2013-05-17T01:00:00Z,2013-05-17,1,5.73898,0.00451292246585913,1.18385500891486,16.6765,-18.2099,19.01104,5.52798,74.90656,6.6327373700386e-4,0,1.983018,Emergence,Всходы
2013,2013-05-17T01:30:00Z,2013-05-17,1,17.9716,0.00347896908168464,1.2073121781203,20.3135,-26.7554,19.26315,5.86168,73.61629,4.1976444256917e-4,0,1.526354,Emergence,Всходы
2013,2013-05-17T02:00:00Z,2013-05-17,2,1.94781,0.00228037620116364,1.23798668118589,8.42765,-17.8803,19.59705,6.30696,72.08828,6.6319286583961e-4,0,0.9988132,Emergence,Всходы
2013,2013-05-17T02:30:00Z,2013-05-17,2,3.0016147826087,8.1438768534728e-4,1.21987447627104,12.9594,-24.3122,19.35313,6.75382,70.42444,1.5402319925306e-4,0,0.3560254,Emergence,Всходы
2013,2013-05-17T03:00:00Z,2013-05-17,3,3.83247,0.00135703147513845,1.26133659001219,2.84105726744186,-27.2175,19.8104,7.88101,66.34974,0.00117071119094297,0,0.5931252,Emergence,Всходы
2013,2013-05-17T03:30:00Z,2013-05-17,3,1.29015,0.00109103458079293,1.27970405933888,3.00149,-23.6193,19.9932,7.94017,65.73853,8.9092562850069e-4,0,0.4764363,Emergence,Всходы
2013,2013-05-17T04:00:00Z,2013-05-17,4,-7.87881,2.8992906399477e-4,1.2175918205411,-0.394673,-24.5659,19.23712,7.38747,67.02885,NA,0,0.1264355,Emergence,Всходы
2013,2013-05-17T04:30:00Z,2013-05-17,4,1.65521,0.00150601764421926,1.17305866988357,7.10616,-22.7353,18.67458,5.61106,73.48047,5.1943943229869e-4,0,0.6570023,Emergence,Всходы
2013,2013-05-17T05:00:00Z,2013-05-17,5,2.57192223595506,0.00238739097642499,1.14226960899326,3.53369,-17.1316,18.27051,5.00764,75.92529,0.00165590316966963,0.09322409,1.041595,Emergence,Всходы
2013,2013-05-17T05:30:00Z,2013-05-17,5,2.53336231395349,0.00121308559533848,1.13510174544371,5.41802,-16.3889,18.15366,4.66201,77.25401,5.4877040102889e-4,1.225844,0.5283678,Emergence,Всходы
2013,2013-05-17T06:00:00Z,2013-05-17,6,2.53019101086957,0.00130204416497288,1.10912081992194,2.82858503409091,-13.9357,17.80335,4.0522,79.80859,0.00112822654422919,6.317111,0.566778,Emergence,Всходы
2013,2013-05-17T06:30:00Z,2013-05-17,6,2.69011,0.0034816871011998,1.083105543015,2.60409,-12.2806,17.44877,3.75921,81.07391,0.00327697845184543,18.52811,1.517439,Emergence,Всходы
2013,2013-05-17T07:00:00Z,2013-05-17,7,2.24132917708333,0.0072072582703214,1.07324519820891,1.67965,-7.43648,17.29592,3.22505,83.62737,0.0105169819318121,40.25232,3.149364,Emergence,Всходы
2013,2013-05-17T07:30:00Z,2013-05-17,7,2.4646,0.0155743169214609,1.06654791261536,2.85069,-4.58353,17.1829,2.8852,85.25814,0.013390563476119,88.09189,6.851609,Emergence,Всходы
2013,2013-05-17T08:00:00Z,2013-05-17,8,2.0426359745283,0.0306528395942619,1.07529145748939,3.10142226838235,1.98106,17.26591,3.39615,83.01593,0.0242242114449806,171.453,13.6599,Emergence,Всходы
2013,2013-05-17T08:30:00Z,2013-05-17,8,4.09721,0.0409812172728307,1.11740064453524,3.61035805985916,7.3099,17.76466,4.10511,80.15275,0.0278211075791044,229.3097,18.42411,Emergence,Всходы
2013,2013-05-17T09:00:00Z,2013-05-17,9,1.51558,0.0441650450815988,1.15277463124428,5.00314,5.1748,18.17002,4.77642,77.52272,0.0216359445295799,248.0899,19.903,Emergence,Всходы
2013,2013-05-17T09:30:00Z,2013-05-17,9,1.49616,0.054730094468321,1.19445885490368,6.74268830448718,8.34636,18.64268,5.77276,73.6843,0.0198944964300778,298.8926,24.89347,Emergence,Всходы
2013,2013-05-17T10:00:00Z,2013-05-17,10,2.1177,0.0462437854870116,1.26005793672727,6.81825152608696,-1.37985,19.3826,7.23023,68.99832,0.0166234130633227,253.6379,20.85851,Emergence,Всходы
2013,2013-05-17T10:30:00Z,2013-05-17,10,2.54415243283582,0.0421981016254223,1.32402730513939,14.0744,-0.696121,20.08144,6.91553,70.89348,0.00734857043072193,227.0329,18.95275,Emergence,Всходы
2013,2013-05-17T11:00:00Z,2013-05-17,11,2.93013,0.0835161079217856,1.40272235687295,26.8515,3.1527,20.92083,8.71131,66.6088,0.00762327404225287,448.9666,38.98614,Emergence,Всходы
2013,2013-05-17T11:30:00Z,2013-05-17,11,1.94984,0.214744055967432,1.62844329543502,156.382,74.2313,23.24408,15.12606,50.17014,0.00336569087560213,1163.203,114.7751,Emergence,Всходы
2013,2013-05-17T12:00:00Z,2013-05-17,12,2.18015,0.209343803628124,1.75917055144067,75.3206169491525,124.931653968254,24.49592,16.46151,48.39015,0.00681217943632153,1133.161,111.3058,Emergence,Всходы
2013,2013-05-17T12:30:00Z,2013-05-17,12,1.79228,0.145987692020033,1.79808519777265,94.5152,65.1517,24.83595,16.48531,46.88514,0.00378577171330469,786.2061,72.54442,Emergence,Всходы
2013,2013-05-17T13:00:00Z,2013-05-17,13,0.8173806,0.184548307922138,1.81894902271522,60.9289542857143,94.4554,25.00141,13.5185,55.80109,0.00742379857697544,986.5966,95.47948,Emergence,Всходы
2013,2013-05-17T13:30:00Z,2013-05-17,13,0.907966,0.18047445612177,1.78739097716475,59.4613,86.2392,24.67004,13.81321,55.56313,0.00743911339374741,954.1323,92.97884,Emergence,Всходы
2013,2013-05-17T14:00:00Z,2013-05-17,14,1.29114,0.210312822064436,1.80723973432859,67.267,112.577,24.82646,13.58344,56.47898,0.00766308298421376,1121.264,111.9859,Emergence,Всходы
2013,2013-05-17T14:30:00Z,2013-05-17,14,0.704002974358974,0.241193395469214,1.86052252665003,83.5161,155.093,25.29457,15.27781,53.83312,0.00707839905135392,1291.789,133.142,Emergence,Всходы
2013,2013-05-17T15:00:00Z,2013-05-17,15,1.26548,0.23853509160273,1.93171057237965,70.6167,153.993,25.91872,15.73937,53.29038,0.00827912989929623,1273.057,131.3432,Emergence,Всходы
2013,2013-05-17T15:30:00Z,2013-05-17,15,1.74082,0.156002316439049,1.85778379627958,39.4489,101.999,25.20468,10.18713,66.2144,0.00969250394112788,801.6365,78.26712,Emergence,Всходы
2013,2013-05-17T16:00:00Z,2013-05-17,16,1.70302,0.0954524064236632,1.70897105982817,21.8335,66.0584,23.757930000000002,9.6323,67.06243,0.0107152759076001,456.0436,44.94195,Emergence,Всходы
2013,2013-05-17T16:30:00Z,2013-05-17,16,1.98766,0.0813716723434726,1.65619952105758,19.2663,48.6209,23.21011,8.99122,68.13141,0.010351773479643901,382.0919,37.75689,Emergence,Всходы
2013,2013-05-17T17:00:00Z,2013-05-17,17,1.19483,0.097870001098911,1.64121874622199,10.9643,55.5748,23.03123,9.15645,67.2206,0.0218780454451083,460.7174,46.16744,Emergence,Всходы
2013,2013-05-17T17:30:00Z,2013-05-17,17,2.14222,0.174534011746223,1.66931596108348,37.1028,110.95,23.27782,10.08867,64.47233,0.0115295729851782,825.4081,89.38783,Emergence,Всходы
2013,2013-05-17T18:00:00Z,2013-05-17,18,2.13482,0.164772701149068,1.68991808643268,30.5361,105.851,23.44869,11.15547,61.82557,0.0132254826149734,754.8517,83.48374,Emergence,Всходы
2013,2013-05-17T18:30:00Z,2013-05-17,18,1.87302,0.143941016579727,1.7045871300952,29.4642,85.7138,23.56059,11.45358,60.39894,0.0119737379349867,638.884,71.26913,Emergence,Всходы
2013,2013-05-17T19:00:00Z,2013-05-17,19,1.92933,0.119902099879618,1.69548656085256,31.3335,71.2128,23.44151,11.53827,59.85326,0.00937902550890829,513.7537,57.83177,Emergence,Всходы
2013,2013-05-17T19:30:00Z,2013-05-17,19,2.60262,0.0949314455364992,1.67393843975909,22.5311,44.6583,23.20085,10.63261,62.40213,0.0103268420809045,387.11130000000003,44.57898,Emergence,Всходы
2013,2013-05-17T20:00:00Z,2013-05-17,20,1.91081565789474,0.0717829785273268,1.63365796758828,19.6431,21.9325,22.80389,9.23972,66.3047,0.00895676715289822,269.8495,31.67814,Emergence,Всходы
2013,2013-05-17T20:30:00Z,2013-05-17,20,1.84005,0.047684342161687,1.58401562389138,8.94003,9.0118,22.30728,8.61621,67.46131,0.0130730419977554,169.7097,19.80512,Emergence,Всходы
2013,2013-05-17T21:00:00Z,2013-05-17,21,2.25314,0.024223326655793,1.52847937448003,5.25858734426229,-6.53099,21.74152,7.95422,69.03678,0.0112902752734419,83.02831,9.496857,Emergence,Всходы
2013,2013-05-17T21:30:00Z,2013-05-17,21,3.14138,0.00898067442813292,1.4834230874839,1.63256,-16.8809,21.27396,7.21649,71.14698,0.0134827858894609,30.73385,3.355972,Emergence,Всходы
2013,2013-05-17T22:00:00Z,2013-05-17,22,2.40786,0.00190496150532963,1.43759865485951,0.196415,-17.7206,20.79025,6.38382,73.8289,0.0237712155251714,5.053579,0.6846343,Emergence,Всходы
2013,2013-05-17T22:30:00Z,2013-05-17,22,2.70574,0.00124736240984037,1.40018276287888,-1.00371,-18.3691,20.38865,5.49658,76.75912,NA,0.3173663,0.4341454,Emergence,Всходы
2013,2013-05-17T23:00:00Z,2013-05-17,23,3.39116,9.5653279276665e-4,1.3596929928907,-0.272463,-17.9521,19.94727,4.52069,80.20116,NA,0,0.3228317,Emergence,Всходы
2013,2013-05-17T23:30:00Z,2013-05-17,23,2.61138343076923,0.00131796766326184,1.32144846388478,-1.47533,-17.5609,19.52341,3.86315,82.64841,NA,0,0.4319713,Emergence,Всходы
2013,2013-05-18T00:30:00Z,2013-05-18,0,3.03053,0.00188512496587739,1.26068664235265,-1.92267,-14.5978,18.83474,3.1058,85.56875,NA,0,0.5840605,Emergence,Всходы
2013,2013-05-18T01:00:00Z,2013-05-18,1,2.29348461176471,0.00209163468757353,1.23309471493658,-2.20438,-14.1119,18.51556,2.6741,87.334460000000007,NA,0,0.6307535,Emergence,Всходы
2013,2013-05-18T01:30:00Z,2013-05-18,1,2.1545,0.00259527716517447,1.20326978117214,-0.864143,-10.8952,18.16601,2.3947600000000002,88.37277,NA,0,0.7624815,Emergence,Всходы
2013,2013-05-18T02:00:00Z,2013-05-18,2,2.70871387096774,0.00254234715316293,1.17755395400674,-0.643413,-9.56435,17.86032,2.21973,88.99389,NA,0,0.7278627,Emergence,Всходы
2013,2013-05-18T02:30:00Z,2013-05-18,2,2.58606755102041,0.00284658413035614,1.14996744999878,-0.955711,-8.1535,17.52818,1.94201,90.1834,NA,0,0.7949002,Emergence,Всходы
2013,2013-05-18T03:00:00Z,2013-05-18,3,2.3956460953271,0.00314063511842825,1.12349979858244,0.208506,-7.34647,17.20504,1.84681,90.52309,0.0369180507716175,0,0.8559363,Emergence,Всходы
2013,2013-05-18T03:30:00Z,2013-05-18,3,2.14679,0.00305583182691241,1.10870982490713,-0.292903,-10.2483,17.02162,1.83358,90.48912,NA,0,0.8130453,Emergence,Всходы
2013,2013-05-18T04:00:00Z,2013-05-18,4,2.59657,0.00294887737984932,1.09385546573941,0.286173,-9.17582,16.83593,1.84778,90.35325,0.0252561934105789,0,0.766373,Emergence,Всходы
2013,2013-05-18T04:30:00Z,2013-05-18,4,0.94791,0.00287204782163665,1.08792330927438,0.175447,-7.51891,16.76007,1.89876,89.97961,0.0401222756511554,0.00504044,0.7294849,Emergence,Всходы
2013,2013-05-18T05:00:00Z,2013-05-18,5,2.49676,0.00334501373775552,1.06132556570808,-1.54058,35.3004282111039,16.42436,1.68807,90.89673,NA,0.8845972,0.8311158,Emergence,Всходы
2013,2013-05-18T05:30:00Z,2013-05-18,5,2.09794415378788,0.00723567238719825,1.04446068862134,-0.522316,-7.33732,16.2081,1.66627,90.89673,NA,8.997186,1.763863,Emergence,Всходы
2013,2013-05-18T06:00:00Z,2013-05-18,6,1.23763,0.0230623849342108,1.03326442641687,-0.236429,-4.70403,16.0626,1.70238,90.65896,NA,42.08137,5.565615,Emergence,Всходы
2013,2013-05-18T06:30:00Z,2013-05-18,6,0.926727,0.0504399211591473,1.05304747539229,0.246402,-2.76077,16.31283,2.29718,87.77173,0.501729928097207,102.302,12.15432,Emergence,Всходы
2013,2013-05-18T07:00:00Z,2013-05-18,7,1.90525,0.0691895002698713,1.07673341818006,1.23033,0.937168,16.60948,2.55244,86.61684,0.137834652901731,162.374,16.54704,Emergence,Всходы
2013,2013-05-18T07:30:00Z,2013-05-18,7,1.27886,0.139594870555183,1.10322312596153,1.63614,13.8254,16.93727,3.22549,83.69564,0.20911675686459,289.6331,34.42054,Emergence,Всходы
2013,2013-05-18T08:00:00Z,2013-05-18,8,1.14424,0.197997593863715,1.16220217216006,7.51798,36.0456,17.65427,3.84894,81.50461,0.0645503473345503,432.7155,49.94115,Emergence,Всходы
2013,2013-05-18T08:30:00Z,2013-05-18,8,2.02715,0.273878458116299,1.24367478613249,16.4179,59.9105,18.61306,4.89687,78.09904,0.0408865159781217,607.9059,71.71091,Emergence,Всходы
2013,2013-05-18T09:00:00Z,2013-05-18,9,1.61887,0.318694036934765,1.34797660765087,30.1905,87.8283,19.79202,6.02837,74.34645,0.0258728022266747,733.5123,84.60387,Emergence,Всходы
2013,2013-05-18T09:30:00Z,2013-05-18,9,0.95121,0.344530050001201,1.41214154651883,42.822562962963,109.236,20.49245,6.90644,72.09811,0.019719426830947,800.9557,91.34805,Emergence,Всходы
2013,2013-05-18T10:00:00Z,2013-05-18,10,0.497409,0.364919307928255,1.49087342423679,36.0155,100.879,21.32945,7.49237,70.53078,0.0248340316933433,862.8297,96.22108,Emergence,Всходы
2013,2013-05-18T10:30:00Z,2013-05-18,10,1.64614,0.383192651227321,1.53068778474685,33.6453,97.9048,21.74348,8.30463,68.52067,0.0279146767773438,920.4883,100.3248,Emergence,Всходы
2013,2013-05-18T11:00:00Z,2013-05-18,11,0.821457,0.405852950994668,1.61709872037684,47.9644,132.09,22.62419,10.44779,63.65848,0.0207390820063825,1004.185,106.4708,Emergence,Всходы
2013,2013-05-18T11:30:00Z,2013-05-18,11,1.31822,0.463503961348271,1.68161756357745,67.7836,159.092,23.26596,11.74484,58.63343,0.0167597932383592,1184.769,127.2879,Emergence,Всходы
2013,2013-05-18T12:00:00Z,2013-05-18,12,0.475928161290323,0.483767232504695,1.7437830245296,68.1443,177.927,23.87263,13.35187,55.90428,0.0173998999364143,1263.068,136.0165,Emergence,Всходы
2013,2013-05-18T12:30:00Z,2013-05-18,12,1.74366,0.498239532314965,1.78183587835113,71.7603,194.194,24.23865,15.42383,50.88206,0.0170174222279085,1349.254,144.6873,Emergence,Всходы
2013,2013-05-18T13:00:00Z,2013-05-18,13,1.5232,0.510564494281045,1.82849742607316,53.619,177.611,24.68231,15.21765,50.74628,0.0233384353384868,1370.968,146.364,Emergence,Всходы
2013,2013-05-18T13:30:00Z,2013-05-18,13,2.83044,0.464288943121172,1.84870148697076,58.6889,179.595,24.87281,16.63697,46.37043,0.0193897499507612,1218.225,127.5651,Emergence,Всходы
2013,2013-05-18T14:00:00Z,2013-05-18,14,0.352936,0.509806839634871,1.90590785634069,51.5514,157.274,25.40651,17.6795,45.0475,0.0242384604051981,1403.479,147.7343,Emergence,Всходы
2013,2013-05-18T14:30:00Z,2013-05-18,14,-0.415352,0.485786745586424,1.924539759472,77.862,210.918,25.57894,19.27564,42.91046,0.0152918469626008,1317.991,139.0814,Emergence,Всходы
2013,2013-05-18T15:00:00Z,2013-05-18,15,1.88222,0.444421865058853,1.93733720707172,44.7776,145.746,25.6971,19.13987,42.74085,0.0243262094686859,1119.911,118.2294,Emergence,Всходы
2013,2013-05-18T15:30:00Z,2013-05-18,15,0.733434,0.474982715588361,1.93086118715981,61.3198,178.332,25.63802,19.207755,NA,0.0189852759226301,1218.951,128.6554,Emergence,Всходы
2013,2013-05-18T16:00:00Z,2013-05-18,16,1.790939,0.338994680519693,1.89312916419325,54.23459,113.463372727273,25.28938,17.815935,NA,0.0153199151132008,757.11235,75.784145,Emergence,Всходы
2013,2013-05-18T16:30:00Z,2013-05-18,16,1.907969,0.137681365158227,1.82903126857767,47.23248,95.2260545454546,24.68831,16.240255,NA,0.00714453965508911,303.8592,25.054065,Emergence,Всходы
2013,2013-05-18T17:00:00Z,2013-05-18,17,1.90837173888889,0.179828834434894,1.84949490098963,26.482592,2.55183102272727,24.88166,16.492,46.69155,0.0166432706868099,394.3137,33.33889,Emergence,Всходы
2013,2013-05-18T17:30:00Z,2013-05-18,17,2.17578,0.0979876202388912,1.80864715336404,19.4867,22.9365,24.49496,15.98851,46.82728,0.0123245975911589,213.4047,16.76924,Emergence,Всходы
2013,2013-05-18T18:00:00Z,2013-05-18,18,3.17991056521739,0.0262316500661833,1.74228628158477,9.74712787096774,-0.195995,23.85661,15.12002,48.04952,0.00659612357786297,66.68769,4.202099,Emergence,Всходы
2013,2013-05-18T18:30:00Z,2013-05-18,18,-2.25447,0.00280587694532604,1.5453933395884,-144.811,107.8,21.88357,6.73164,71.20356,NA,18.17755,0.4363092,Emergence,Всходы
2013,2013-05-18T19:00:00Z,2013-05-18,19,2.24730036785714,0.0151058637854078,1.29546019086963,-32.6108,20.5401,19.17406,3.02405,85.81049,NA,20.25321,2.331518,Emergence,Всходы
2013,2013-05-18T19:30:00Z,2013-05-18,19,2.56697824105263,0.0198478023304801,1.1945732033531,4.88616,3.53323,17.99846,1.65299,91.84472,0.00995599291456111,20.38147,3.029227,Emergence,Всходы
2013,2013-05-18T20:00:00Z,2013-05-18,20,0.861193,0.0212011542414584,1.16994954385321,-1.47115,1.99002,17.70173,1.33671,93.37829,NA,33.64744,3.194627,Emergence,Всходы
2013,2013-05-18T20:30:00Z,2013-05-18,20,6.12298,0.0290542109959173,1.18205492957149,6.38497,2.85531,17.84527,1.30351,93.67117,0.0111529578777319,52.23827,4.337059,Emergence,Всходы
2013,2013-05-18T21:00:00Z,2013-05-18,21,2.59084107840909,0.0324674270699027,1.20311244878769,0.376516,17.6135162537963,18.09451,1.13737,94.5111,0.211350984107221,62.77092,4.791219,Emergence,Всходы
2013,2013-05-18T21:30:00Z,2013-05-18,21,1.53852,0.0219626165810341,1.19946442619423,4.16736,-5.30957,18.04937,2.09884,89.95502,0.0129170368292094,27.42003,3.182646,Emergence,Всходы
2013,2013-05-18T22:00:00Z,2013-05-18,22,2.57907256597938,0.0119854411650659,1.19701600482792,-3.16278,-4.04012,18.01842,1.46595,92.87953,NA,5.435631,1.706496,Emergence,Всходы
2013,2013-05-18T22:30:00Z,2013-05-18,22,2.45227384270833,0.00820630814241749,1.19916855675495,-0.170238,-4.47155,18.04222,1.43641,93.10229,NA,0.3326401,1.151723,Emergence,Всходы
2013,2013-05-18T23:00:00Z,2013-05-18,23,3.94399,0.0107779276793107,1.20689331042344,-0.844815,-10.6182,18.13217,2.47012,88.31503,NA,0.003780065,1.495781,Emergence,Всходы
2013,2013-05-18T23:30:00Z,2013-05-18,23,1.41949,0.0142820831240643,1.23723766094344,-0.0442265,-8.29155,18.48784,2.87005,86.48096,NA,0,1.96111,Emergence,Всходы
2013,2013-05-19T00:30:00Z,2013-05-19,0,2.38805,0.0154428225845991,1.21334911109408,4.6208,-13.0098,18.20329,4.97815,75.47546,0.00819123427856856,0,2.071,Emergence,Всходы
2013,2013-05-19T01:00:00Z,2013-05-19,1,3.20947,0.00973307626148452,1.16422818934919,10.6033,-10.4313,17.61345,5.67693,71.36536,0.00224982591007196,0,1.286552,Emergence,Всходы
2013,2013-05-19T01:30:00Z,2013-05-19,1,2.62221,0.00565176507270791,1.15113501663651,13.3374,-9.01629,17.45241,6.16874,68.81792,0.00103861062683012,0,0.7370322,Emergence,Всходы
2013,2013-05-19T02:00:00Z,2013-05-19,2,1.90594464326923,0.00877165561928808,1.13294843833148,5.41897,-4.83782,17.22769,6.93851,64.77581,0.00396738788545197,0,1.13232,Emergence,Всходы
2013,2013-05-19T02:30:00Z,2013-05-19,2,5.58885,0.0049106419027215,1.11584246356527,19.8588,-9.60292,17.01426,7.3053,62.43206,6.0607322781206e-4,0,0.6256428,Emergence,Всходы
2013,2013-05-19T03:00:00Z,2013-05-19,3,4.4324,0.00518091634467638,1.13493525504579,22.7818,-11.8435,17.24807,8.41627,56.99728,5.5738898481273e-4,0,0.6527473,Emergence,Всходы
2013,2013-05-19T03:30:00Z,2013-05-19,3,3.40445,0.00186381992582467,1.12518130902477,3.30018,-8.33435,17.12578,7.94473,58.96738,0.00138422331288218,0,0.2318872,Emergence,Всходы
2013,2013-05-19T04:00:00Z,2013-05-19,4,1.82945,0.00363772102476544,1.10144871717614,4.19221,-3.40708,16.82857,7.95108,58.2201,0.00212679777583586,0,0.4479638,Emergence,Всходы
2013,2013-05-19T04:30:00Z,2013-05-19,4,1.91409875205479,0.00116940332558197,1.09142167015613,7.67663,-6.77337,16.70063,7.53663,60.05434,3.7336495591482e-4,0.003780622,0.1422944,Emergence,Всходы
2013,2013-05-19T05:00:00Z,2013-05-19,5,1.766462779,1.4391268218536e-4,1.0557520467535,8.29686,-7.62375,16.24546,6.86154,62.43206,4.25133318169809e-5,0.5431493,0.01731625,Emergence,Всходы
2013,2013-05-19T05:30:00Z,2013-05-19,5,1.728047629,0.00990145610776139,1.03276320741998,10.9022,-5.47746,15.94655,6.85399,62.22825,0.0022259979429771,6.314898,1.183528,Emergence,Всходы
2013,2013-05-19T06:00:00Z,2013-05-19,6,1.73879650865385,0.0325223447994707,1.05778659818197,12.3137,-6.36429,16.26698,6.96392,62.36412,0.00647341005631674,20.5376,3.882604,Emergence,Всходы
2013,2013-05-19T06:30:00Z,2013-05-19,6,1.75274922673267,0.021987534644154,1.05240530262598,1.34459,-3.80077,16.19564,7.02566,61.61684,0.0400798877610954,45.13054,2.586144,Emergence,Всходы
2013,2013-05-19T07:00:00Z,2013-05-19,7,1.23718,0.0351524453863616,1.03295833136535,8.54462,-7.37603,15.94202,6.69459,62.7038,0.0100832985408757,70.70518,4.113739,Emergence,Всходы
2013,2013-05-19T07:30:00Z,2013-05-19,7,1.76893860510949,0.0585615866630484,1.02332028227524,2.68188100548781,-3.18457733801136,15.81408,6.24742,65.42119,0.0535196380268256,111.7249,6.847447,Emergence,Всходы
2013,2013-05-19T08:00:00Z,2013-05-19,8,0.59142,0.117499664608037,1.07054607632923,7.88293,2.23039,16.42096,7.90138,59.10325,0.0365332907991453,210.6676,13.92979,Emergence,Всходы
2013,2013-05-19T08:30:00Z,2013-05-19,8,2.02045,0.297124395881822,1.16050203977295,51.0645,13.7042,17.53905,9.96622,52.95515,0.014261298325408,521.5942,37.63197,Emergence,Всходы
2013,2013-05-19T09:00:00Z,2013-05-19,9,0.83332573,0.410181635585246,1.31921149837344,110.634,24.2754,19.40251,12.69575,46.24855,0.00908714451291891,723.6934,55.485,Emergence,Всходы
2013,2013-05-19T09:30:00Z,2013-05-19,9,4.0144,0.473633038135029,1.42103233863985,79.6691083333333,28.7551,20.5344,15.734012,35.23552,0.0145710842487355,858.1763,68.29573,Emergence,Всходы
2013,2013-05-19T10:00:00Z,2013-05-19,10,0.625188363636364,0.546012646541552,1.43546646969395,182.58,35.8679,20.6904,16.41319,32.99395,0.00732975293319652,968.3983,82.65675,Emergence,Всходы
2013,2013-05-19T10:30:00Z,2013-05-19,10,1.81062,0.613139406932662,1.46392640199039,138.206,50.1238,20.99678,16.869253,33.0929,0.0108735703518707,1071.56,97.20228,Emergence,Всходы
2013,2013-05-19T11:00:00Z,2013-05-19,11,1.65489,0.659203104079826,1.51341137184779,164.183,79.9383,21.5231,17.246544,33.80129,0.00984081106173351,1155.794,107.897,Emergence,Всходы
2013,2013-05-19T11:30:00Z,2013-05-19,11,0.745380161764706,0.678322983212835,1.53719945815973,115.121,86.3004,21.77258,17.907464,32.64361,0.0144418162750846,1195.023,113.2496,Emergence,Всходы
2013,2013-05-19T12:00:00Z,2013-05-19,12,2.44961,0.717581748274658,1.57768629258753,123.884,113.721,22.19336,18.201451,31.25214,0.0141969810047369,1282.91,123.3201,Emergence,Всходы
2013,2013-05-19T12:30:00Z,2013-05-19,12,1.40202,0.688073161796012,1.61395481933964,116.224,113.16,22.56569,19.236011,30.13151,0.0145103750338261,1205.351,117.2051,Emergence,Всходы
2013,2013-05-19T13:00:00Z,2013-05-19,13,1.71891,0.741873320155703,1.65962795863581,116.387,145.034,23.02886,19.835099,29.24593,0.0156230245746169,1369.79,133.9227,Emergence,Всходы
2013,2013-05-19T13:30:00Z,2013-05-19,13,1.44979,0.715650994141304,1.68023978061226,114.348,150.411,23.23564,21.06557,26.9341,0.0153395472965675,1326.046,129.6441,Emergence,Всходы
2013,2013-05-19T14:00:00Z,2013-05-19,14,1.18230109375,0.703296330087426,1.68785726790218,108.26,148.453,23.31157,21.368224,25.88234,0.0159224599567722,1277.275,125.3589,Emergence,Всходы
2013,2013-05-19T14:30:00Z,2013-05-19,14,2.66963,0.724333886552201,1.76141674735695,92.1707,154.696,24.03901,21.923109,25.64458,0.0192613070456687,1353.992,133.125,Emergence,Всходы
2013,2013-05-19T15:00:00Z,2013-05-19,15,1.12447863333333,0.742053042257635,1.75317039269286,81.833,141.76,23.95811,21.872831,26.86568,0.0222252325652709,1370.197,136.9363,Emergence,Всходы
2013,2013-05-19T15:30:00Z,2013-05-19,15,2.34852,0.727186429738533,1.78732287085511,89.1538,157.602,24.29163,21.839852,27.27274,0.0199915166906144,1278.851,129.9293,Emergence,Всходы
2013,2013-05-19T16:00:00Z,2013-05-19,16,1.53335,0.668069112777958,1.79378077536989,72.0016,130.589,24.35438,22.767636,24.49119,0.0227414987448113,1120.153,114.1601,Emergence,Всходы
2013,2013-05-19T16:30:00Z,2013-05-19,16,2.2631,0.660229124482476,1.81380580310337,75.412,112.447,24.5483,23.756961,22.79512,0.0214582379254952,1094.859,114.4844,Emergence,Всходы
2013,2013-05-19T17:00:00Z,2013-05-19,17,1.99039,0.660955242297548,1.82804787470752,87.6549,133.707,24.68568,22.75491,26.05157,0.0184814350249054,1050.355,109.0864,Emergence,Всходы
2013,2013-05-19T17:30:00Z,2013-05-19,17,1.19415502439024,0.622322813790572,1.83573712734546,73.0936418604651,107.002,24.75974,22.042085,28.22253,0.0208677659967246,910.9653,95.21297,Emergence,Всходы
2013,2013-05-19T18:00:00Z,2013-05-19,18,1.9937,0.584282151275882,1.79458333240953,71.4860230769231,95.0167,24.3623,21.097526,30.59702,0.0200327845168199,790.0121,83.09289,Emergence,Всходы
2013,2013-05-19T18:30:00Z,2013-05-19,18,1.88159,0.527562420237765,1.78516964126511,51.829,78.6974,24.27071,20.565371,31.37721,0.0249482943456671,648.996,69.9027,Emergence,Всходы
2013,2013-05-19T19:00:00Z,2013-05-19,19,0.99185092631579,0.456101494847503,1.78760631291132,40.1170747058824,55.1628,24.29446,22.37411,26.69607,0.0278658359040508,530.8303,58.43797,Emergence,Всходы
2013,2013-05-19T19:30:00Z,2013-05-19,19,2.75742,0.386998897359451,1.77931878987032,33.8185,29.821,24.21361,21.167544,29.51154,0.0280475689109316,422.007,45.57677,Emergence,Всходы
2013,2013-05-19T20:00:00Z,2013-05-19,20,0.148523,0.30177940814073,1.75998481834632,15.3754825925926,14.1264,24.02415,20.987093,28.83483,0.0481061591176314,306.735,33.07834,Emergence,Всходы
2013,2013-05-19T20:30:00Z,2013-05-19,20,-0.901612,0.155190333118512,1.69988781845538,22.8637,-4.75197,23.43859,18.984019,32.16674,0.016636347726998,155.5157,15.11652,Emergence,Всходы
