"","DateTime","RECORD","batt_volt_Min","Anonymous1_Avg","Ta_Avg","RH_Avg","DP_Avg","P_Tot","AWS","SDWS","WndSpd_raw_Max","RWS","WD","SDWD","PAR_Den_Avg","SWin_Avg","SWin_Std","SWout_Avg","LWin_meas_Avg","LWout_meas_Avg","NR01_tK_Avg","NR01_tC_Avg","SWn_Avg","LWn_Avg","Albedo_Avg","Rg","Rr_Avg","Rn_Avg","LWin_Avg","LWout_Avg","NR01_heat_Avg","Tsky_Avg","Tsrf_Avg","SHF_avg_Avg","SWC_avg_10cm_Avg","SWC_avg_20cm_Avg","SWC_avg_50cm_Avg","Tsoil","Ts_avg_20cm_Avg","Ts_avg_50cm_Avg","SHF_Avg(1)","SHF_Avg(2)","SHF_Avg(3)","SWC_1","SWC_10cm_2_Avg","SWC_10cm_3_Avg","SWC_20cm_1_Avg","SWC_20cm_2_Avg","SWC_20cm_3_Avg","SWC_50cm_1_Avg","SWC_50cm_2_Avg","SWC_50cm_3_Avg","Ts_10cm_1_Avg","Ts_10cm_2_Avg","Ts_10cm_3_Avg","Ts_20cm_1_Avg","Ts_20cm_2_Avg","Year","DoY","Hour","date","NEE","H2O_NEE","LE","H","Tair","rH","VPD","Ustar","wind_speed","wind_dir","x_70%","x_90%","QF_h2o","rand_err_h2o_flux","rand_err_co2_flux","QF","max_footprint","NEE_f","Rg_f","LE_f","H_f","Tair_f","rH_f","VPD_f","Tsoil_f","Doy","DOM","hour","month_number","week","SolTime","SolDecl","SolElev","moisture_levels"
"842",2013-05-30 23:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,3.5,19,NA,NA,6.08515114532107,-30.589078774521,17.4587956751601,70.0918315996633,5.88956574977201e-07,0.142018686890945,1.61938289158454,61.795464016275,205,1015,1,0.0184023857300561,0.921214845293581,1,407.464075558385,7.92475692770484,-86.033204,6.08515114532107,-30.589078774521,17.4587956751601,70.0918315996633,5.88956574977201e-07,18.125836,150,30,23,5,21,21.9783261292851,0.375714962207515,-0.21974747896345,NA
"843",2013-05-31 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,4,19,NA,NA,4.0727898084292,-26.1207392275472,17.1539692633314,71.3647591346637,5.53113660927905e-07,0.116233080376016,1.55264586675816,59.2611455149633,290,1515,1,0.0156553416557573,1.01677719480986,1,428.988569027652,7.69364275893179,-84.426778,4.0727898084292,-26.1207392275472,17.1539692633314,71.3647591346637,5.53113660927905e-07,17.911188,151,31,0,5,21,-1.52382930947992,0.378430820125663,-0.252124137081467,NA
"844",2013-05-31 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,4.5,19,NA,NA,8.32490895472657,-38.122350104144,16.9898948758859,71.4176164864966,5.46381585497501e-07,0.143815195053383,1.81129577698388,58.7560703896109,250,1280,1,0.0204250616302628,0.870859603090575,1,433.65686681246,4.2999981225365,-82.28485,8.32490895472657,-38.122350104144,16.9898948758859,71.4176164864966,5.46381585497501e-07,17.69998,151,31,0,5,21,-1.02382930947992,0.378430820125663,-0.277989194410822,NA
"845",2013-05-31 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,5,19,NA,NA,6.2468199063538,-33.8711052792375,17.062545701827,70.3909660708235,5.68625856038836e-07,0.129184958120489,1.54730187895875,65.6411644054716,235,1215,1,0.0212171494600675,0.918112823620408,1,379.965803607184,3.59747066309065,-78.75119,6.2468199063538,-33.8711052792375,17.062545701827,70.3909660708235,5.68625856038836e-07,17.490222,151,31,1,5,21,-0.523829309479923,0.378430820125663,-0.293981638706146,NA
"846",2013-05-31 01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,5.5,19,NA,NA,10.9927994507533,-45.3997328051869,17.1799398385543,69.5005720038141,5.90102900037095e-07,0.176357411349098,1.84384801176254,63.6793751370732,170,810,1,0.0266653316933738,0.833539306851945,1,393.291489986995,3.24728610811394,-64.129672,10.9927994507533,-45.3997328051869,17.1799398385543,69.5005720038141,5.90102900037095e-07,17.27989,151,31,1,5,21,-0.023829309479923,0.378430820125663,-0.299693293846022,NA
"847",2013-05-31 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,6,19,5.78507823620236,NA,16.254304666935,-38.8107598136999,17.110881515659,70.3848655715778,5.70487682278935e-07,0.190578022802,1.89011793652356,64.403254761426,145,655,1,0.0352243977067999,0.517057120150874,1,388.213876365846,5.78507823620236,-37.66859,16.254304666935,-38.8107598136999,17.110881515659,70.3848655715778,5.70487682278935e-07,17.071366,151,31,2,5,21,0.476170690520077,0.378430820125663,-0.294973724331506,NA
"848",2013-05-31 02:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,6.5,19,0.709493980025523,NA,23.4115541078974,-31.1450164135248,17.340421666072,70.4387000687832,5.77784307618838e-07,0.215531962121911,2.1542162709108,74.1570012702258,69.9323485481004,104.771401467425,2,0.060205040612138,0.237537689392162,4,335.360783565974,0.709493980025523,2.392262,23.4115541078974,-31.1450164135248,17.340421666072,70.4387000687832,5.77784307618838e-07,16.867982,151,31,2,5,21,0.976170690520077,0.378430820125663,-0.279947415583841,NA
"849",2013-05-31 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,7,19,-2.7193834010199,NA,28.6983795265473,-24.0682935255681,17.2513744364576,72.4450726658508,5.35532493231295e-07,0.215961101839211,2.01195369970918,72.6133750638805,69.2145951989605,103.696076158629,1,0.0736407471970454,0.245909937005985,1,342.104486955742,-2.7193834010199,57.811924,28.6983795265473,-24.0682935255681,17.2513744364576,72.4450726658508,5.35532493231295e-07,16.67594,151,31,3,5,21,1.47617069052008,0.378430820125663,-0.25499951994789,NA
"850",2013-05-31 03:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,7.5,19,-5.24056791620655,NA,34.6969016527047,-21.9299650367622,17.4803957414071,72.8069821409306,5.3620468525904e-07,0.218709991006617,1.89001468228577,74.1711473767592,71.7108328197061,107.435894988556,1,0.0928673411282629,0.468660443067558,1,335.301329992977,-5.24056791620655,128.093054,34.6969016527047,-21.9299650367622,17.4803957414071,72.8069821409306,5.3620468525904e-07,16.502888,151,31,3,5,21,1.97617069052008,0.378430820125663,-0.220734010222411,NA
"851",2013-05-31 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,8,19,-8.89630832681204,NA,40.9454389624797,-4.14493287478351,17.8259878436148,74.6316252640281,5.11239250740483e-07,0.206743078602156,1.53872183875264,74.2672942493466,78.6256678266328,117.795577876847,1,0.106778085297304,0.794404120517286,1,334.898340066889,-8.89630832681204,202.705748,40.9454389624797,-4.14493287478351,17.8259878436148,74.6316252640281,5.11239250740483e-07,16.361006,151,31,4,5,21,2.47617069052008,0.378430820125663,-0.177914809615605,NA
"852",2013-05-31 04:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,8.5,19,-12.8461053786625,NA,67.6354971109714,4.80748284472842,18.6224531296886,74.243965991047,5.45673765257399e-07,0.18658338419912,1.62982196423921,75.2808417144299,80,255,1,0.1511827997644,1.06545191615095,1,330.764515192805,-12.8461053786625,278.94124,67.6354971109714,4.80748284472842,18.6224531296886,74.243965991047,5.45673765257399e-07,16.264,151,31,4,5,21,2.97617069052008,0.378430820125663,-0.127402812053698,NA
"853",2013-05-31 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,9,19,-13.5455280292257,NA,88.2281261074356,16.9404397625983,19.7622272985453,70.9498717684196,6.60799436850016e-07,0.254241659958206,2.10065839114221,72.6724461499314,78.7201212756723,117.93708635518,1,0.195970604502295,1.04495558374835,1,341.836839381984,-13.5455280292257,352.14924,88.2281261074356,16.9404397625983,19.7622272985453,70.9498717684196,6.60799436850016e-07,16.229026,151,31,5,5,21,3.47617069052008,0.378430820125663,-0.0700996664331178,NA
"854",2013-05-31 05:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,9.5,19,NA,NA,162.713539878214,25.677725530394,21.2569595459253,66.5746138823669,8.33814316548368e-07,0.262123048865529,2.05549398606232,79.9638839972249,69.907305511961,104.73388243585,1,0.316008671198743,1.61189471610346,1,314.142743091115,-15.7140263435416,394.8045,162.713539878214,25.677725530394,21.2569595459253,66.5746138823669,8.33814316548368e-07,16.272672,151,31,5,5,21,3.97617069052008,0.378430820125663,-0.00690480249088321,NA
"855",2013-05-31 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,10,19,-16.7812658131523,NA,143.604954332725,12.8920571695997,22.0526219149571,61.2269638671226,1.01551840804286e-06,0.295294670649763,2.36303399515012,85.4095327457614,70.2392668797508,105.23122105608,1,0.34721093189301,1.48776748036806,1,299.178107291581,-16.7812658131523,461.21392,143.604954332725,12.8920571695997,22.0526219149571,61.2269638671226,1.01551840804286e-06,16.40376,151,31,6,5,21,4.47617069052008,0.378430820125663,0.0613122357827877,NA
"856",2013-05-31 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,10.5,19,-19.683206153126,NA,189.743663417359,26.5105154811155,22.9349473891469,57.9951068715635,1.16080804313459e-06,0.306300591936983,2.65914747652917,89.116704572615,69.6995944459421,104.422693409041,1,0.418975515864142,1.67646731331846,1,291.231086523836,-19.683206153126,514.46868,189.743663417359,26.5105154811155,22.9349473891469,57.9951068715635,1.16080804313459e-06,16.622438,151,31,6,5,21,4.97617069052008,0.378430820125663,0.13372510418966,NA
"857",2013-05-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,11,19,-19.3676344745501,NA,192.05922545476,21.267034355094,23.3620032399505,56.4805347083408,1.23414543350667e-06,0.293430627176514,2.56828496795122,79.3437882344512,69.9549918728955,104.805325294122,1,0.387946862507206,1.52844164065945,1,316.127204352246,-19.3676344745501,514.8129,192.05922545476,21.267034355094,23.3620032399505,56.4805347083408,1.23414543350667e-06,16.925562,151,31,7,5,21,5.47617069052008,0.378430820125663,0.209551912460579,NA
"858",2013-05-31 07:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,11.5,19,NA,NA,210.389647122545,10.3471473930836,23.7594916769025,55.2096606096185,1.30100425673542e-06,0.295581218660771,2.27642664573984,83.6274020010358,71.3172250495362,106.846198824115,1,0.464968972335962,1.84651134933907,1,303.615461963544,-19.2468070020969,540.49546,210.389647122545,10.3471473930836,23.7594916769025,55.2096606096185,1.30100425673542e-06,17.296702,151,31,7,5,21,5.97617069052008,0.378430820125663,0.28804672789262,NA
"859",2013-05-31 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,12,19,NA,NA,251.694666004733,18.1850296141094,24.1564049863676,53.4906339900965,1.38357788044338e-06,0.276769009172099,2.48158810063467,80.398593965893,68.6751176461438,102.887840478828,1,0.511489741436065,1.80855699721142,1,312.788088139666,-17.8894504257505,617.99434,251.694666004733,18.1850296141094,24.1564049863676,53.4906339900965,1.38357788044338e-06,17.705608,151,31,8,5,21,6.47617069052008,0.378430820125663,0.368482843385219,NA
"860",2013-05-31 08:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,12.5,19,-18.6895803786145,NA,237.677536340935,28.7119122320747,24.6334389225354,53.0601408901588,1.43685388307045e-06,0.302120247779025,2.53410063376534,75.8093859431289,77.7922772202567,116.547006884844,1,0.431109130848349,1.44797843102409,1,328.689499713654,-18.6895803786145,652.73342,237.677536340935,28.7119122320747,24.6334389225354,53.0601408901588,1.43685388307045e-06,18.136292,151,31,8,5,21,6.97617069052008,0.378430820125663,0.450128092952993,NA
"861",2013-05-31 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,13,19,-15.611136424087,NA,189.266368320719,-0.357498394472282,24.2960599786038,55.0543204931863,1.348262461803e-06,0.254222636465648,2.18134899844157,70.8965532441184,71.3124560833228,106.839054043708,1,0.367485390255495,1.19669305455881,1,350.235868432628,-15.611136424087,647.25888,189.266368320719,-0.357498394472282,24.2960599786038,55.0543204931863,1.348262461803e-06,18.59196,151,31,9,5,21,7.47617069052008,0.378430820125663,0.532211001334487,NA
"862",2013-05-31 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,13.5,19,-13.2902443470502,NA,194.96287287243,-11.735374994626,24.4537007038309,52.6539720022349,1.43380192467213e-06,0.274018268030577,2.66624291664866,67.5480000083373,71.8555618421746,107.652725437295,1,0.385119969602747,1.10302997229692,1,368.251626413476,-13.2902443470502,688.47552,194.96287287243,-11.735374994626,24.4537007038309,52.6539720022349,1.43380192467213e-06,19.06984,151,31,9,5,21,7.97617069052008,0.378430820125663,0.613874831136864,NA
"863",2013-05-31 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,14,19,-19.5808566034359,NA,329.548970747587,34.0834551748141,25.535396534228,49.3755277909916,1.63528168444674e-06,0.273630356517205,2.14383419898364,76.597813809847,73.4423763284557,110.030062693202,1,0.583515876685077,1.59822657775934,1,325.693222057916,-19.5808566034359,639.27186,329.548970747587,34.0834551748141,25.535396534228,49.3755277909916,1.63528168444674e-06,19.557248,151,31,10,5,21,8.47617069052008,0.378430820125663,0.694114725079616,NA
"864",2013-05-31 10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,14.5,19,NA,NA,386.936861831991,47.5070105794724,26.1192186304982,48.2821674211969,1.72941139952069e-06,0.283109439078382,1.83588731258458,67.9730767343552,75.4052451600921,112.970797884525,1,0.685379679011739,1.69694210382944,1,365.792467523832,-17.144916484721,551.5112,386.936861831991,47.5070105794724,26.1192186304982,48.2821674211969,1.72941139952069e-06,20.044808,151,31,10,5,21,8.97617069052008,0.378430820125663,0.771691697067971,NA
"865",2013-05-31 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,15,19,-18.5636485036768,NA,361.820995210603,41.6173562743892,26.3686848551395,46.7650426093206,1.8066102779734e-06,0.302635934534476,2.2229171206901,61.0311586725202,78.2568702056119,117.243051836832,1,0.655647966327938,1.45973375029176,1,413.639833700037,-18.5636485036768,492.590425,361.820995210603,41.6173562743892,26.3686848551395,46.7650426093206,1.8066102779734e-06,20.302655,151,31,11,5,21,9.47617069052008,0.378430820125663,0.845018349557328,NA
"866",2013-05-31 11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,15.5,19,NA,NA,413.437610536062,32.97722553768,26.5020333075265,47.9066170655836,1.7817785161181e-06,0.334732296367748,2.32179209505953,64.6919386947301,80.0830157321388,119.978950602853,1,0.71956309772342,1.64520465889803,1,386.242364709604,-16.5809434758982,456.1941,413.437610536062,32.97722553768,26.5020333075265,47.9066170655836,1.7817785161181e-06,20.5634066666667,151,31,11,5,21,9.97617069052008,0.378430820125663,0.912021094237357,NA
"867",2013-05-31 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,16,19,NA,NA,378.674843257003,29.888386741131,26.4603162787986,47.1464086918848,1.80337002970747e-06,0.349863699341371,2.30381607220548,60.0178953083022,78.2066668454075,117.167838054996,1,0.81768432213077,1.95153385562774,1,422.23976304757,-16.8643049425147,364.41365,378.674843257003,29.888386741131,26.4603162787986,47.1464086918848,1.80337002970747e-06,20.806265,151,31,12,5,21,10.4761706905201,0.378430820125663,0.970016296576023,NA
"868",2013-05-31 12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,16.5,19,-14.5982384481196,NA,284.801748120042,-1.2032031382024,26.269657939237,47.0355003106476,1.78694893685523e-06,0.33649434212496,2.29711428510048,67.3699488159275,82.8709851127156,124.155836769494,1,0.511276871434218,1.21250386246267,1,369.297608813462,-14.5982384481196,359.681996923077,284.801748120042,-1.2032031382024,26.269657939237,47.0355003106476,1.78694893685523e-06,21.4861546153846,151,31,12,5,21,10.9761706905201,0.378430820125663,1.01571203228492,NA
"869",2013-05-31 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,17,19,-17.4310278757477,NA,311.822164103096,0.172568310809736,26.1757683949042,46.1558174697789,1.80661578465193e-06,0.309815725978972,2.48145931354636,51.3309746154989,74.5970796421283,111.760018671577,1,0.534033169663792,1.27641683537874,1,463.111324786099,-17.4310278757477,330.327062,311.822164103096,0.172568310809736,26.1757683949042,46.1558174697789,1.80661578465193e-06,21.7094752,151,31,13,5,21,11.4761706905201,0.378430820125663,1.04554660846702,NA
"870",2013-05-31 13:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,17.5,19,-13.0315421938533,NA,202.137354306552,-10.3071050624295,26.0191961771268,46.6234231312328,1.77441236107225e-06,0.224715182994411,2.212678130066,54.6223287656586,67.1065227420511,100.537799477082,1,0.361795755239754,1.03989665964542,1,477.546604941658,-13.0315421938533,300.102748,202.137354306552,-10.3071050624295,26.0191961771268,46.6234231312328,1.77441236107225e-06,21.8615196,151,31,13,5,21,11.9761706905201,0.378430820125663,1.0565437445936,NA
"871",2013-05-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,18,19,-13.8938637544821,NA,248.563365528111,-6.42367659861891,26.4450304248472,44.4514417141745,1.89371744339788e-06,0.273653763888153,2.44251041992936,56.8553514601475,67.8433461596988,101.641695223524,1,0.445852691023521,1.15499063354791,1,452.499571846116,-13.8938637544821,261.576892,248.563365528111,-6.42367659861891,26.4450304248472,44.4514417141745,1.89371744339788e-06,21.9663796,151,31,14,5,21,12.4761706905201,0.378430820125663,1.04744306125113,NA
"872",2013-05-31 14:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,18.5,19,-10.9689107012577,NA,180.47127292683,-18.0884752913382,25.9395306086574,45.7166172331063,1.7961029266878e-06,0.242271294461437,2.37693707909203,59.7162208354663,67.4088258322703,100.990704593066,1,0.350691024945245,0.960653525358182,1,424.895652469275,-10.9689107012577,220.5950092,180.47127292683,-18.0884752913382,25.9395306086574,45.7166172331063,1.7961029266878e-06,22.0294676,151,31,14,5,21,12.9761706905201,0.378430820125663,1.01929442309571,NA
"873",2013-05-31 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,151,19,19,-10.1575722424038,NA,172.946480398706,-33.0528660888206,25.7933780823897,44.5236995595461,1.81979648536081e-06,0.242017631175968,2.08088809830843,67.0488237269376,71.0651735437245,106.468579738612,1,0.358711147847181,0.916599952240013,1,371.208297967378,-10.1575722424038,165.62892304,172.946480398706,-33.0528660888206,25.7933780823897,44.5236995595461,1.81979648536081e-06,22.0505352,151,31,15,5,21,13.4761706905201,0.378430820125663,0.974958087365451,NA
